acc_a	acc_b	class	genus_a	genus_b	n_bbh	aai	prot_dist
GCA_016481275.1	GCA_900142325.1	inter_genus	Antrihabitans	Epilithonimonas	385	42.3852	
GCA_000181475.1	GCA_013409785.1	inter_genus	Gimesia	Microbacterium	415	42.3812	
GCA_034424525.1	GCA_042654505.1	inter_genus	Sphingobium	Epilithonimonas	499	42.3808	
GCA_001005315.1	GCA_043944905.1	inter_genus	Kordia	Antrihabitans	382	42.3783	
GCA_000196115.1	GCA_042654505.1	inter_genus	Rhodopirellula	Epilithonimonas	413	42.3782	
GCA_003054265.1	GCA_043944905.1	inter_genus	Kordia	Antrihabitans	393	42.3774	
GCA_009828095.1	GCA_900142325.1	inter_genus	Pontixanthobacter	Epilithonimonas	391	42.3770	
GCA_002727185.1	GCA_025960885.1	inter_genus	Rhodopirellula	Microbacterium	423	42.3761	
GCA_019334345.1	GCA_900142325.1	inter_genus	Neohoeflea	Epilithonimonas	389	42.3730	
GCA_003054265.1	GCA_012932915.1	inter_genus	Kordia	Antrihabitans	387	42.3690	
GCA_012972675.1	GCA_042654505.1	inter_genus	Pontixanthobacter	Epilithonimonas	382	42.3673	
GCA_007754425.1	GCA_042650985.1	inter_genus	Gimesia	Epilithonimonas	437	42.3664	
GCA_007748195.1	GCA_042654505.1	inter_genus	Gimesia	Epilithonimonas	412	42.3650	
GCA_012932915.1	GCA_014651475.1	inter_genus	Antrihabitans	Mesonia	388	42.3637	
GCA_007748195.1	GCA_900100925.1	inter_genus	Gimesia	Actinopolyspora	479	42.3587	
GCA_007748195.1	GCA_011008935.1	inter_genus	Gimesia	Tabrizicola	488	42.3572	
GCA_000181475.1	GCA_900100925.1	inter_genus	Gimesia	Actinopolyspora	473	42.3562	
GCA_000181475.1	GCA_025960885.1	inter_genus	Gimesia	Microbacterium	392	42.3510	
GCA_002727185.1	GCA_009901525.1	inter_genus	Rhodopirellula	Kordia	475	42.3486	
GCA_007754425.1	GCA_015999335.1	inter_genus	Gimesia	Tabrizicola	502	42.3466	
GCA_007754425.1	GCA_019334345.1	inter_genus	Gimesia	Neohoeflea	472	42.3443	
GCA_003054265.1	GCA_016481275.1	inter_genus	Kordia	Antrihabitans	394	42.3421	
GCA_009901525.1	GCA_034424525.1	inter_genus	Kordia	Sphingobium	455	42.3387	
GCA_007754425.1	GCA_009901525.1	inter_genus	Gimesia	Kordia	506	42.3360	
GCA_001437435.1	GCA_007754425.1	inter_genus	Furfurilactobacillus	Gimesia	252	42.3329	
GCA_007754425.1	GCA_043556415.1	inter_genus	Gimesia	Microbacterium	359	42.3212	
GCA_014651475.1	GCA_025960885.1	inter_genus	Mesonia	Microbacterium	364	42.3085	
GCA_009901525.1	GCA_016481275.1	inter_genus	Kordia	Antrihabitans	393	42.3056	
GCA_002727185.1	GCA_900142325.1	inter_genus	Rhodopirellula	Epilithonimonas	411	42.3044	
GCA_001437435.1	GCA_009901525.1	inter_genus	Furfurilactobacillus	Kordia	261	42.3034	
GCA_009720525.1	GCA_900142325.1	inter_genus	Gimesia	Epilithonimonas	414	42.3005	
GCA_007748195.1	GCA_030065535.1	inter_genus	Gimesia	Microbacterium	377	42.2979	
GCA_007754425.1	GCA_900142325.1	inter_genus	Gimesia	Epilithonimonas	412	42.2973	
GCA_001437435.1	GCA_034424525.1	inter_genus	Furfurilactobacillus	Sphingobium	296	42.2973	
GCA_007754425.1	GCA_013328815.1	inter_genus	Gimesia	Tabrizicola	515	42.2913	
GCA_001437435.1	GCA_007748195.1	inter_genus	Furfurilactobacillus	Gimesia	252	42.2877	
GCA_000154725.1	GCA_016481275.1	inter_genus	Kordia	Antrihabitans	394	42.2830	
GCA_004365655.1	GCA_020966775.1	inter_genus	Epilithonimonas	Rhodopirellula	385	42.2800	
GCA_034424525.1	GCA_042650985.1	inter_genus	Sphingobium	Epilithonimonas	517	42.2772	
GCA_000181475.1	GCA_019334345.1	inter_genus	Gimesia	Neohoeflea	490	42.2739	
GCA_008704535.1	GCA_009901525.1	inter_genus	Streptomyces	Kordia	420	42.2593	
GCA_000196115.1	GCA_900142325.1	inter_genus	Rhodopirellula	Epilithonimonas	406	42.2571	
GCA_030065535.1	GCA_900142325.1	inter_genus	Microbacterium	Epilithonimonas	316	42.2528	
GCA_001005315.1	GCA_025960885.1	inter_genus	Kordia	Microbacterium	339	42.2475	
GCA_002727185.1	GCA_042654505.1	inter_genus	Rhodopirellula	Epilithonimonas	418	42.2474	
GCA_003054265.1	GCA_025960885.1	inter_genus	Kordia	Microbacterium	351	42.2305	
GCA_014651475.1	GCA_043556415.1	inter_genus	Mesonia	Microbacterium	298	42.2302	
GCA_007754425.1	GCA_025960885.1	inter_genus	Gimesia	Microbacterium	389	42.2249	
GCA_007748195.1	GCA_025960885.1	inter_genus	Gimesia	Microbacterium	383	42.2240	
GCA_007748195.1	GCA_013409785.1	inter_genus	Gimesia	Microbacterium	415	42.2173	
GCA_000338295.1	GCA_042650985.1	inter_genus	Rhodopirellula	Epilithonimonas	428	42.2091	
GCA_004365655.1	GCA_012932915.1	inter_genus	Epilithonimonas	Antrihabitans	369	42.2035	
GCA_043944905.1	GCA_900142325.1	inter_genus	Antrihabitans	Epilithonimonas	384	42.2023	
GCA_002727185.1	GCA_042650985.1	inter_genus	Rhodopirellula	Epilithonimonas	433	42.2009	
GCA_001005315.1	GCA_012932915.1	inter_genus	Kordia	Antrihabitans	388	42.1997	
GCA_000181475.1	GCA_042650985.1	inter_genus	Gimesia	Epilithonimonas	452	42.1985	
GCA_009901525.1	GCA_043944905.1	inter_genus	Kordia	Antrihabitans	390	42.1938	
GCA_000154725.1	GCA_013409785.1	inter_genus	Kordia	Microbacterium	333	42.1898	
GCA_014651475.1	GCA_900100925.1	inter_genus	Mesonia	Actinopolyspora	389	42.1895	
GCA_004365655.1	GCA_034424525.1	inter_genus	Epilithonimonas	Sphingobium	477	42.1857	
GCA_000154725.1	GCA_025960885.1	inter_genus	Kordia	Microbacterium	345	42.1722	
GCA_001437435.1	GCA_009720525.1	inter_genus	Furfurilactobacillus	Gimesia	256	42.1699	
GCA_000181475.1	GCA_015999335.1	inter_genus	Gimesia	Tabrizicola	516	42.1653	
GCA_003054265.1	GCA_008297975.1	inter_genus	Kordia	Antrihabitans	378	42.1638	
GCA_007748195.1	GCA_043556415.1	inter_genus	Gimesia	Microbacterium	363	42.1554	
GCA_025960885.1	GCA_900142325.1	inter_genus	Microbacterium	Epilithonimonas	346	42.1512	
GCA_025960885.1	GCA_042650985.1	inter_genus	Microbacterium	Epilithonimonas	367	42.1499	
GCA_000154725.1	GCA_043556415.1	inter_genus	Kordia	Microbacterium	292	42.1360	
GCA_007748195.1	GCA_042650985.1	inter_genus	Gimesia	Epilithonimonas	429	42.1319	
GCA_000154725.1	GCA_030065535.1	inter_genus	Kordia	Microbacterium	323	42.1303	
GCA_025960885.1	GCA_042654505.1	inter_genus	Microbacterium	Epilithonimonas	368	42.1283	
GCA_004365655.1	GCA_007748195.1	inter_genus	Epilithonimonas	Gimesia	400	42.1210	
GCA_004365655.1	GCA_016481275.1	inter_genus	Epilithonimonas	Antrihabitans	372	42.1086	
GCA_042654505.1	GCA_043944905.1	inter_genus	Epilithonimonas	Antrihabitans	397	42.1086	
GCA_000338295.1	GCA_004365655.1	inter_genus	Rhodopirellula	Epilithonimonas	391	42.1051	
GCA_007748195.1	GCA_019334345.1	inter_genus	Gimesia	Neohoeflea	464	42.1034	
GCA_030065535.1	GCA_042654505.1	inter_genus	Microbacterium	Epilithonimonas	335	42.0979	
GCA_000196115.1	GCA_004365655.1	inter_genus	Rhodopirellula	Epilithonimonas	392	42.0969	
GCA_001005315.1	GCA_016481275.1	inter_genus	Kordia	Antrihabitans	394	42.0931	
GCA_004365655.1	GCA_043944905.1	inter_genus	Epilithonimonas	Antrihabitans	362	42.0914	
GCA_000154725.1	GCA_008297975.1	inter_genus	Kordia	Antrihabitans	375	42.0909	
GCA_013409785.1	GCA_042654505.1	inter_genus	Microbacterium	Epilithonimonas	353	42.0867	
GCA_004365655.1	GCA_030065535.1	inter_genus	Epilithonimonas	Microbacterium	307	42.0863	
GCA_000181475.1	GCA_043556415.1	inter_genus	Gimesia	Microbacterium	372	42.0728	
GCA_012932915.1	GCA_042650985.1	inter_genus	Antrihabitans	Epilithonimonas	422	42.0725	
GCA_016481275.1	GCA_042650985.1	inter_genus	Antrihabitans	Epilithonimonas	418	42.0713	
GCA_000196115.1	GCA_042650985.1	inter_genus	Rhodopirellula	Epilithonimonas	439	42.0661	
GCA_003054265.1	GCA_013409785.1	inter_genus	Kordia	Microbacterium	349	42.0579	
GCA_001005315.1	GCA_030065535.1	inter_genus	Kordia	Microbacterium	322	42.0503	
GCA_008297975.1	GCA_009901525.1	inter_genus	Antrihabitans	Kordia	375	42.0488	
GCA_042650985.1	GCA_043944905.1	inter_genus	Epilithonimonas	Antrihabitans	405	42.0474	
GCA_043556415.1	GCA_900142325.1	inter_genus	Microbacterium	Epilithonimonas	293	42.0423	
GCA_002727185.1	GCA_004365655.1	inter_genus	Rhodopirellula	Epilithonimonas	394	42.0368	
GCA_007748195.1	GCA_900142325.1	inter_genus	Gimesia	Epilithonimonas	396	42.0341	
GCA_016481275.1	GCA_042654505.1	inter_genus	Antrihabitans	Epilithonimonas	410	42.0010	
GCA_001437435.1	GCA_042650985.1	inter_genus	Furfurilactobacillus	Epilithonimonas	277	41.9877	
GCA_030065535.1	GCA_042650985.1	inter_genus	Microbacterium	Epilithonimonas	344	41.9805	
GCA_009901525.1	GCA_025960885.1	inter_genus	Kordia	Microbacterium	345	41.9325	
GCA_001005315.1	GCA_043556415.1	inter_genus	Kordia	Microbacterium	295	41.9308	
GCA_000154725.1	GCA_900100925.1	inter_genus	Kordia	Actinopolyspora	364	41.9104	
GCA_012932915.1	GCA_042654505.1	inter_genus	Antrihabitans	Epilithonimonas	411	41.9092	
GCA_003054265.1	GCA_030065535.1	inter_genus	Kordia	Microbacterium	330	41.8973	
GCA_001005315.1	GCA_008297975.1	inter_genus	Kordia	Antrihabitans	372	41.8906	
GCA_042654505.1	GCA_043556415.1	inter_genus	Epilithonimonas	Microbacterium	304	41.8704	
GCA_003054265.1	GCA_043556415.1	inter_genus	Kordia	Microbacterium	296	41.8605	
GCA_003054265.1	GCA_900100925.1	inter_genus	Kordia	Actinopolyspora	366	41.8555	
GCA_001005315.1	GCA_013409785.1	inter_genus	Kordia	Microbacterium	351	41.8504	
GCA_042654505.1	GCA_900100925.1	inter_genus	Epilithonimonas	Actinopolyspora	378	41.8397	
GCA_004365655.1	GCA_900100925.1	inter_genus	Epilithonimonas	Actinopolyspora	344	41.8381	
GCA_009901525.1	GCA_013409785.1	inter_genus	Kordia	Microbacterium	351	41.8123	
GCA_013409785.1	GCA_014651475.1	inter_genus	Microbacterium	Mesonia	353	41.7955	
GCA_013409785.1	GCA_042650985.1	inter_genus	Microbacterium	Epilithonimonas	353	41.7836	
GCA_004365655.1	GCA_043556415.1	inter_genus	Epilithonimonas	Microbacterium	280	41.7718	
GCA_009901525.1	GCA_030065535.1	inter_genus	Kordia	Microbacterium	325	41.7671	
GCA_013409785.1	GCA_900142325.1	inter_genus	Microbacterium	Epilithonimonas	337	41.7421	
GCA_900100925.1	GCA_900142325.1	inter_genus	Actinopolyspora	Epilithonimonas	361	41.7332	
GCA_001005315.1	GCA_900100925.1	inter_genus	Kordia	Actinopolyspora	367	41.6809	
GCA_042650985.1	GCA_043556415.1	inter_genus	Epilithonimonas	Microbacterium	312	41.6667	
GCA_008297975.1	GCA_042654505.1	inter_genus	Antrihabitans	Epilithonimonas	398	41.6608	
GCA_008297975.1	GCA_900142325.1	inter_genus	Antrihabitans	Epilithonimonas	381	41.6467	
GCA_004365655.1	GCA_013409785.1	inter_genus	Epilithonimonas	Microbacterium	321	41.6330	
GCA_042650985.1	GCA_900100925.1	inter_genus	Epilithonimonas	Actinopolyspora	391	41.5980	
GCA_004365655.1	GCA_008297975.1	inter_genus	Epilithonimonas	Antrihabitans	369	41.5808	
GCA_009901525.1	GCA_900100925.1	inter_genus	Kordia	Actinopolyspora	363	41.5579	
GCA_009901525.1	GCA_043556415.1	inter_genus	Kordia	Microbacterium	304	41.5434	
GCA_008297975.1	GCA_042650985.1	inter_genus	Antrihabitans	Epilithonimonas	421	41.2197	
