bin	source	completeness	contamination	donor	donor_species	nn_dist	nn_dist_acc	nn_dist_ok	nn_cont	nn_cont_acc	nn_cont_ok
GCA_007625205.1~c0.90~g0.10~far.fna	GCA_007625205.1	0.90	0.10	far	present	0.052694	GCA_007625155.1	True	0.329369	GCA_007625155.1	True
GCA_007625205.1~c0.90~g0.10~far.fna	GCA_007625205.1	0.90	0.10	far	absent	0.052694	GCA_007625155.1	True	0.329369	GCA_007625155.1	True
GCA_007625205.1~c0.90~g0.10~near.fna	GCA_007625205.1	0.90	0.10	near	present	0.052315	GCA_007625155.1	True	0.331476	GCA_007625155.1	True
GCA_007625205.1~c0.90~g0.10~near.fna	GCA_007625205.1	0.90	0.10	near	absent	0.052315	GCA_007625155.1	True	0.331476	GCA_007625155.1	True
GCA_007625205.1~c0.90~g0.20~far.fna	GCA_007625205.1	0.90	0.20	far	present	0.055865	GCA_007625155.1	True	0.291195	GCA_007625155.1	True
GCA_007625205.1~c0.90~g0.20~far.fna	GCA_007625205.1	0.90	0.20	far	absent	0.055865	GCA_007625155.1	True	0.291195	GCA_007625155.1	True
GCA_007625205.1~c0.90~g0.20~near.fna	GCA_007625205.1	0.90	0.20	near	present	0.054975	GCA_007625155.1	True	0.296279	GCA_007625155.1	True
GCA_007625205.1~c0.90~g0.20~near.fna	GCA_007625205.1	0.90	0.20	near	absent	0.054975	GCA_007625155.1	True	0.296279	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.00~none.fna	GCA_007625205.1	0.70	0.00	none	present	0.057625	GCA_007625155.1	True	0.359660	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.00~none.fna	GCA_007625205.1	0.70	0.00	none	absent	0.057625	GCA_007625155.1	True	0.359660	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.10~far.fna	GCA_007625205.1	0.70	0.10	far	present	0.059623	GCA_007625155.1	True	0.324458	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.10~far.fna	GCA_007625205.1	0.70	0.10	far	absent	0.059623	GCA_007625155.1	True	0.324458	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.10~near.fna	GCA_007625205.1	0.70	0.10	near	present	0.059161	GCA_007625155.1	True	0.327635	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.10~near.fna	GCA_007625205.1	0.70	0.10	near	absent	0.059161	GCA_007625155.1	True	0.327635	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.20~far.fna	GCA_007625205.1	0.70	0.20	far	present	0.062026	GCA_007625155.1	True	0.288631	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.20~far.fna	GCA_007625205.1	0.70	0.20	far	absent	0.062026	GCA_007625155.1	True	0.288631	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.20~near.fna	GCA_007625205.1	0.70	0.20	near	present	0.060215	GCA_007625155.1	True	0.300410	GCA_007625155.1	True
GCA_007625205.1~c0.70~g0.20~near.fna	GCA_007625205.1	0.70	0.20	near	absent	0.060215	GCA_007625155.1	True	0.300410	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.00~none.fna	GCA_007625205.1	0.50	0.00	none	present	0.067036	GCA_007625155.1	True	0.365174	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.00~none.fna	GCA_007625205.1	0.50	0.00	none	absent	0.067036	GCA_007625155.1	True	0.365174	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.10~far.fna	GCA_007625205.1	0.50	0.10	far	present	0.069101	GCA_007625155.1	True	0.326083	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.10~far.fna	GCA_007625205.1	0.50	0.10	far	absent	0.069101	GCA_007625155.1	True	0.326083	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.10~near.fna	GCA_007625205.1	0.50	0.10	near	present	0.068193	GCA_007625155.1	True	0.332511	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.10~near.fna	GCA_007625205.1	0.50	0.10	near	absent	0.068193	GCA_007625155.1	True	0.332511	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.20~far.fna	GCA_007625205.1	0.50	0.20	far	present	0.071827	GCA_007625155.1	True	0.284948	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.20~far.fna	GCA_007625205.1	0.50	0.20	far	absent	0.071827	GCA_007625155.1	True	0.284948	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.20~near.fna	GCA_007625205.1	0.50	0.20	near	present	0.069772	GCA_007625155.1	True	0.297309	GCA_007625155.1	True
GCA_007625205.1~c0.50~g0.20~near.fna	GCA_007625205.1	0.50	0.20	near	absent	0.069772	GCA_007625155.1	True	0.297309	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.00~none.fna	GCA_007625205.1	0.30	0.00	none	present	0.081049	GCA_007625155.1	True	0.390950	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.00~none.fna	GCA_007625205.1	0.30	0.00	none	absent	0.081049	GCA_007625155.1	True	0.390950	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.10~far.fna	GCA_007625205.1	0.30	0.10	far	present	0.082499	GCA_007625155.1	True	0.349868	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.10~far.fna	GCA_007625205.1	0.30	0.10	far	absent	0.082499	GCA_007625155.1	True	0.349868	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.10~near.fna	GCA_007625205.1	0.30	0.10	near	present	0.082544	GCA_007625155.1	True	0.347210	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.10~near.fna	GCA_007625205.1	0.30	0.10	near	absent	0.082544	GCA_007625155.1	True	0.347210	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.20~far.fna	GCA_007625205.1	0.30	0.20	far	present	0.084754	GCA_007625155.1	True	0.304104	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.20~far.fna	GCA_007625205.1	0.30	0.20	far	absent	0.084754	GCA_007625155.1	True	0.304104	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.20~near.fna	GCA_007625205.1	0.30	0.20	near	present	0.083450	GCA_007625155.1	True	0.313510	GCA_007625155.1	True
GCA_007625205.1~c0.30~g0.20~near.fna	GCA_007625205.1	0.30	0.20	near	absent	0.083450	GCA_007625155.1	True	0.313510	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.00~none.fna	GCA_007625205.1	0.20	0.00	none	present	0.097876	GCA_007625155.1	True	0.374484	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.00~none.fna	GCA_007625205.1	0.20	0.00	none	absent	0.097876	GCA_007625155.1	True	0.374484	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.10~far.fna	GCA_007625205.1	0.20	0.10	far	present	0.098932	GCA_007625155.1	True	0.329457	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.10~far.fna	GCA_007625205.1	0.20	0.10	far	absent	0.098932	GCA_007625155.1	True	0.329457	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.10~near.fna	GCA_007625205.1	0.20	0.10	near	present	0.097941	GCA_007625155.1	True	0.338837	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.10~near.fna	GCA_007625205.1	0.20	0.10	near	absent	0.097941	GCA_007625155.1	True	0.338837	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.20~far.fna	GCA_007625205.1	0.20	0.20	far	present	0.099402	GCA_007625155.1	True	0.297648	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.20~far.fna	GCA_007625205.1	0.20	0.20	far	absent	0.099402	GCA_007625155.1	True	0.297648	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.20~near.fna	GCA_007625205.1	0.20	0.20	near	present	0.098072	GCA_007625155.1	True	0.307472	GCA_007625155.1	True
GCA_007625205.1~c0.20~g0.20~near.fna	GCA_007625205.1	0.20	0.20	near	absent	0.098072	GCA_007625155.1	True	0.307472	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.00~none.fna	GCA_007625205.1	0.10	0.00	none	present	0.131260	GCA_007625155.1	True	0.333363	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.00~none.fna	GCA_007625205.1	0.10	0.00	none	absent	0.131260	GCA_007625155.1	True	0.333363	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.10~far.fna	GCA_007625205.1	0.10	0.10	far	present	0.132111	GCA_007625155.1	True	0.286129	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.10~far.fna	GCA_007625205.1	0.10	0.10	far	absent	0.132111	GCA_007625155.1	True	0.286129	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.10~near.fna	GCA_007625205.1	0.10	0.10	near	present	0.131119	GCA_007625155.1	True	0.303524	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.10~near.fna	GCA_007625205.1	0.10	0.10	near	absent	0.131119	GCA_007625155.1	True	0.303524	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.20~far.fna	GCA_007625205.1	0.10	0.20	far	present	0.132255	GCA_007625155.1	True	0.263638	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.20~far.fna	GCA_007625205.1	0.10	0.20	far	absent	0.132255	GCA_007625155.1	True	0.263638	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.20~near.fna	GCA_007625205.1	0.10	0.20	near	present	0.130149	GCA_007625155.1	True	0.278793	GCA_007625155.1	True
GCA_007625205.1~c0.10~g0.20~near.fna	GCA_007625205.1	0.10	0.20	near	absent	0.130149	GCA_007625155.1	True	0.278793	GCA_007625155.1	True
GCA_018524365.1~c1.00~g0.00~none.fna	GCA_018524365.1	1.00	0.00	none	present	0.133567	GCA_007625155.1	True	0.055936	GCA_007625155.1	True
GCA_018524365.1~c1.00~g0.00~none.fna	GCA_018524365.1	1.00	0.00	none	absent	0.133567	GCA_007625155.1	True	0.055936	GCA_007625155.1	True
GCA_018524365.1~c1.00~g0.10~far.fna	GCA_018524365.1	1.00	0.10	far	present	0.098665	GCA_009377345.1	False	0.101112	GCA_009377345.1	False
GCA_018524365.1~c1.00~g0.10~far.fna	GCA_018524365.1	1.00	0.10	far	absent	0.135689	GCA_007625155.1	True	0.050984	GCA_007625155.1	True
GCA_018524365.1~c1.00~g0.10~near.fna	GCA_018524365.1	1.00	0.10	near	present	0.085182	GCA_007625205.1	True	0.147707	GCA_007625205.1	True
GCA_018524365.1~c1.00~g0.10~near.fna	GCA_018524365.1	1.00	0.10	near	absent	0.106765	GCA_007625155.1	True	0.093661	GCA_007625155.1	True
GCA_018524365.1~c1.00~g0.20~far.fna	GCA_018524365.1	1.00	0.20	far	present	0.062766	GCA_009377345.1	False	0.205960	GCA_009377345.1	False
GCA_018524365.1~c1.00~g0.20~far.fna	GCA_018524365.1	1.00	0.20	far	absent	0.138407	GCA_007625155.1	True	0.045862	GCA_007625155.1	True
GCA_018524365.1~c1.00~g0.20~near.fna	GCA_018524365.1	1.00	0.20	near	present	0.060893	GCA_007625205.1	True	0.234205	GCA_007625205.1	True
GCA_018524365.1~c1.00~g0.20~near.fna	GCA_018524365.1	1.00	0.20	near	absent	0.097165	GCA_007625155.1	True	0.109105	GCA_007625155.1	True
GCA_018524365.1~c0.90~g0.00~none.fna	GCA_018524365.1	0.90	0.00	none	present	0.133272	GCA_007625155.1	True	0.059078	GCA_007625155.1	True
GCA_018524365.1~c0.90~g0.00~none.fna	GCA_018524365.1	0.90	0.00	none	absent	0.133272	GCA_007625155.1	True	0.059078	GCA_007625155.1	True
GCA_018524365.1~c0.90~g0.10~far.fna	GCA_018524365.1	0.90	0.10	far	present	0.102997	GCA_009377345.1	False	0.096185	GCA_009377345.1	False
GCA_018524365.1~c0.90~g0.10~far.fna	GCA_018524365.1	0.90	0.10	far	absent	0.136630	GCA_007625155.1	True	0.052385	GCA_007625155.1	True
GCA_018524365.1~c0.90~g0.10~near.fna	GCA_018524365.1	0.90	0.10	near	present	0.086595	GCA_007625205.1	True	0.149901	GCA_007625205.1	True
GCA_018524365.1~c0.90~g0.10~near.fna	GCA_018524365.1	0.90	0.10	near	absent	0.112061	GCA_007625155.1	True	0.087596	GCA_007625155.1	True
GCA_018524365.1~c0.90~g0.20~far.fna	GCA_018524365.1	0.90	0.20	far	present	0.063250	GCA_009377345.1	False	0.211705	GCA_009377345.1	False
GCA_018524365.1~c0.90~g0.20~far.fna	GCA_018524365.1	0.90	0.20	far	absent	0.140086	GCA_007625155.1	True	0.046234	GCA_007625155.1	True
GCA_018524365.1~c0.90~g0.20~near.fna	GCA_018524365.1	0.90	0.20	near	present	0.062183	GCA_007625205.1	True	0.237708	GCA_007625205.1	True
GCA_018524365.1~c0.90~g0.20~near.fna	GCA_018524365.1	0.90	0.20	near	absent	0.094799	GCA_007625155.1	True	0.119559	GCA_007625155.1	True
GCA_018524365.1~c0.70~g0.00~none.fna	GCA_018524365.1	0.70	0.00	none	present	0.142910	GCA_007625155.1	True	0.054859	GCA_007625155.1	True
GCA_018524365.1~c0.70~g0.00~none.fna	GCA_018524365.1	0.70	0.00	none	absent	0.142910	GCA_007625155.1	True	0.054859	GCA_007625155.1	True
GCA_018524365.1~c0.70~g0.10~far.fna	GCA_018524365.1	0.70	0.10	far	present	0.103219	GCA_009377345.1	False	0.106560	GCA_009377345.1	False
GCA_018524365.1~c0.70~g0.10~far.fna	GCA_018524365.1	0.70	0.10	far	absent	0.144579	GCA_007625155.1	True	0.050042	GCA_007625155.1	True
GCA_018524365.1~c0.70~g0.10~near.fna	GCA_018524365.1	0.70	0.10	near	present	0.090547	GCA_007625205.1	True	0.155722	GCA_007625205.1	True
GCA_018524365.1~c0.70~g0.10~near.fna	GCA_018524365.1	0.70	0.10	near	absent	0.119047	GCA_007625155.1	True	0.085353	GCA_007625155.1	True
GCA_018524365.1~c0.70~g0.20~far.fna	GCA_018524365.1	0.70	0.20	far	present	0.069999	GCA_009377345.1	False	0.203046	GCA_009377345.1	False
GCA_018524365.1~c0.70~g0.20~far.fna	GCA_018524365.1	0.70	0.20	far	absent	0.147910	GCA_007625155.1	True	0.043959	GCA_007625155.1	True
GCA_018524365.1~c0.70~g0.20~near.fna	GCA_018524365.1	0.70	0.20	near	present	0.067610	GCA_007625205.1	True	0.237958	GCA_007625205.1	True
GCA_018524365.1~c0.70~g0.20~near.fna	GCA_018524365.1	0.70	0.20	near	absent	0.105498	GCA_007625155.1	True	0.107107	GCA_007625155.1	True
GCA_018524365.1~c0.50~g0.00~none.fna	GCA_018524365.1	0.50	0.00	none	present	0.151285	GCA_007625155.1	True	0.056013	GCA_007625155.1	True
GCA_018524365.1~c0.50~g0.00~none.fna	GCA_018524365.1	0.50	0.00	none	absent	0.151285	GCA_007625155.1	True	0.056013	GCA_007625155.1	True
GCA_018524365.1~c0.50~g0.10~far.fna	GCA_018524365.1	0.50	0.10	far	present	0.110193	GCA_009377345.1	False	0.108998	GCA_009377345.1	False
GCA_018524365.1~c0.50~g0.10~far.fna	GCA_018524365.1	0.50	0.10	far	absent	0.153528	GCA_007625155.1	True	0.050052	GCA_007625155.1	True
GCA_018524365.1~c0.50~g0.10~near.fna	GCA_018524365.1	0.50	0.10	near	present	0.101197	GCA_007625205.1	True	0.150588	GCA_007625205.1	True
GCA_018524365.1~c0.50~g0.10~near.fna	GCA_018524365.1	0.50	0.10	near	absent	0.131542	GCA_007625155.1	True	0.079367	GCA_007625155.1	True
GCA_018524365.1~c0.50~g0.20~far.fna	GCA_018524365.1	0.50	0.20	far	present	0.075880	GCA_009377345.1	False	0.210112	GCA_009377345.1	False
GCA_018524365.1~c0.50~g0.20~far.fna	GCA_018524365.1	0.50	0.20	far	absent	0.156129	GCA_007625155.1	True	0.044140	GCA_007625155.1	True
GCA_018524365.1~c0.50~g0.20~near.fna	GCA_018524365.1	0.50	0.20	near	present	0.076222	GCA_007625205.1	True	0.237396	GCA_007625205.1	True
GCA_018524365.1~c0.50~g0.20~near.fna	GCA_018524365.1	0.50	0.20	near	absent	0.117167	GCA_007625155.1	True	0.100165	GCA_007625155.1	True
GCA_018524365.1~c0.30~g0.00~none.fna	GCA_018524365.1	0.30	0.00	none	present	0.171263	GCA_007625205.1	True	0.052528	GCA_007625205.1	True
GCA_018524365.1~c0.30~g0.00~none.fna	GCA_018524365.1	0.30	0.00	none	absent	0.171263	GCA_007625205.1	True	0.052528	GCA_007625205.1	True
GCA_018524365.1~c0.30~g0.10~far.fna	GCA_018524365.1	0.30	0.10	far	present	0.124251	GCA_009377345.1	False	0.110790	GCA_009377345.1	False
GCA_018524365.1~c0.30~g0.10~far.fna	GCA_018524365.1	0.30	0.10	far	absent	0.174408	GCA_007625205.1	True	0.045467	GCA_007625205.1	True
GCA_018524365.1~c0.30~g0.10~near.fna	GCA_018524365.1	0.30	0.10	near	present	0.114587	GCA_007625205.1	True	0.158598	GCA_007625205.1	True
GCA_018524365.1~c0.30~g0.10~near.fna	GCA_018524365.1	0.30	0.10	near	absent	0.145921	GCA_007625155.1	True	0.081822	GCA_007625155.1	True
GCA_018524365.1~c0.30~g0.20~far.fna	GCA_018524365.1	0.30	0.20	far	present	0.090220	GCA_009377345.1	False	0.208579	GCA_009377345.1	False
GCA_018524365.1~c0.30~g0.20~far.fna	GCA_018524365.1	0.30	0.20	far	absent	0.175878	GCA_007625205.1	True	0.040356	GCA_007625205.1	True
GCA_018524365.1~c0.30~g0.20~near.fna	GCA_018524365.1	0.30	0.20	near	present	0.095656	GCA_007625205.1	True	0.218957	GCA_007625205.1	True
GCA_018524365.1~c0.30~g0.20~near.fna	GCA_018524365.1	0.30	0.20	near	absent	0.128401	GCA_007625155.1	True	0.109675	GCA_007625155.1	True
GCA_018524365.1~c0.20~g0.00~none.fna	GCA_018524365.1	0.20	0.00	none	present	0.178173	GCA_007625155.1	True	0.061355	GCA_007625205.1	True
GCA_018524365.1~c0.20~g0.00~none.fna	GCA_018524365.1	0.20	0.00	none	absent	0.178173	GCA_007625155.1	True	0.061355	GCA_007625205.1	True
GCA_018524365.1~c0.20~g0.10~far.fna	GCA_018524365.1	0.20	0.10	far	present	0.135226	GCA_009377345.1	False	0.115534	GCA_009377345.1	False
GCA_018524365.1~c0.20~g0.10~far.fna	GCA_018524365.1	0.20	0.10	far	absent	0.179364	GCA_007625205.1	True	0.054759	GCA_007625205.1	True
GCA_018524365.1~c0.20~g0.10~near.fna	GCA_018524365.1	0.20	0.10	near	present	0.125840	GCA_007625205.1	True	0.166789	GCA_007625205.1	True
GCA_018524365.1~c0.20~g0.10~near.fna	GCA_018524365.1	0.20	0.10	near	absent	0.147304	GCA_007625155.1	True	0.105826	GCA_007625155.1	True
GCA_018524365.1~c0.20~g0.20~far.fna	GCA_018524365.1	0.20	0.20	far	present	0.104267	GCA_009377345.1	False	0.203297	GCA_009377345.1	False
GCA_018524365.1~c0.20~g0.20~far.fna	GCA_018524365.1	0.20	0.20	far	absent	0.180587	GCA_007625205.1	True	0.048777	GCA_007625205.1	True
GCA_018524365.1~c0.20~g0.20~near.fna	GCA_018524365.1	0.20	0.20	near	present	0.100916	GCA_007625205.1	True	0.257595	GCA_007625205.1	True
GCA_018524365.1~c0.20~g0.20~near.fna	GCA_018524365.1	0.20	0.20	near	absent	0.137107	GCA_007625155.1	True	0.119976	GCA_007625155.1	True
GCA_018524365.1~c0.10~g0.00~none.fna	GCA_018524365.1	0.10	0.00	none	present	0.231311	GCA_007625205.1	True	0.036232	GCA_007625205.1	True
GCA_018524365.1~c0.10~g0.00~none.fna	GCA_018524365.1	0.10	0.00	none	absent	0.231311	GCA_007625205.1	True	0.036232	GCA_007625205.1	True
GCA_018524365.1~c0.10~g0.10~far.fna	GCA_018524365.1	0.10	0.10	far	present	0.158119	GCA_009377345.1	False	0.121592	GCA_009377345.1	False
GCA_018524365.1~c0.10~g0.10~far.fna	GCA_018524365.1	0.10	0.10	far	absent	0.232543	GCA_007625205.1	True	0.031213	GCA_007625205.1	True
GCA_018524365.1~c0.10~g0.10~near.fna	GCA_018524365.1	0.10	0.10	near	present	0.158887	GCA_007625205.1	True	0.147473	GCA_007625205.1	True
GCA_018524365.1~c0.10~g0.10~near.fna	GCA_018524365.1	0.10	0.10	near	absent	0.199098	GCA_007625155.1	True	0.063088	GCA_007625155.1	True
GCA_018524365.1~c0.10~g0.20~far.fna	GCA_018524365.1	0.10	0.20	far	present	0.128401	GCA_009377345.1	False	0.208316	GCA_009377345.1	False
GCA_018524365.1~c0.10~g0.20~far.fna	GCA_018524365.1	0.10	0.20	far	absent	0.220489	GCA_030271215.1	False	0.028744	GCA_030271215.1	False
GCA_018524365.1~c0.10~g0.20~near.fna	GCA_018524365.1	0.10	0.20	near	present	0.127488	GCA_007625205.1	True	0.256383	GCA_007625205.1	True
GCA_018524365.1~c0.10~g0.20~near.fna	GCA_018524365.1	0.10	0.20	near	absent	0.175878	GCA_007625155.1	True	0.092376	GCA_007625155.1	True
GCA_000474945.1~c1.00~g0.00~none.fna	GCA_000474945.1	1.00	0.00	none	present	0.128138	GCA_000426685.1	True	0.070037	GCA_000426685.1	True
GCA_000474945.1~c1.00~g0.00~none.fna	GCA_000474945.1	1.00	0.00	none	absent	0.128138	GCA_000426685.1	True	0.070037	GCA_000426685.1	True
GCA_000474945.1~c1.00~g0.10~far.fna	GCA_000474945.1	1.00	0.10	far	present	0.131260	GCA_000426685.1	True	0.104926	GCA_028368935.1	False
GCA_000474945.1~c1.00~g0.10~far.fna	GCA_000474945.1	1.00	0.10	far	absent	0.131260	GCA_000426685.1	True	0.062173	GCA_000426685.1	True
GCA_000474945.1~c1.00~g0.10~near.fna	GCA_000474945.1	1.00	0.10	near	present	0.085039	GCA_000382285.1	True	0.158066	GCA_000382285.1	True
GCA_000474945.1~c1.00~g0.10~near.fna	GCA_000474945.1	1.00	0.10	near	absent	0.109417	GCA_000426685.1	True	0.098415	GCA_000426685.1	True
GCA_000474945.1~c1.00~g0.20~far.fna	GCA_000474945.1	1.00	0.20	far	present	0.102851	GCA_028368935.1	False	0.206043	GCA_028368935.1	False
GCA_000474945.1~c1.00~g0.20~far.fna	GCA_000474945.1	1.00	0.20	far	absent	0.134616	GCA_000426685.1	True	0.054806	GCA_000426685.1	True
GCA_000474945.1~c1.00~g0.20~near.fna	GCA_000474945.1	1.00	0.20	near	present	0.061895	GCA_000382285.1	True	0.243129	GCA_000382285.1	True
GCA_000474945.1~c1.00~g0.20~near.fna	GCA_000474945.1	1.00	0.20	near	absent	0.093724	GCA_000426685.1	True	0.129140	GCA_000426685.1	True
GCA_000474945.1~c0.90~g0.00~none.fna	GCA_000474945.1	0.90	0.00	none	present	0.130979	GCA_000426685.1	True	0.069515	GCA_000426685.1	True
GCA_000474945.1~c0.90~g0.00~none.fna	GCA_000474945.1	0.90	0.00	none	absent	0.130979	GCA_000426685.1	True	0.069515	GCA_000426685.1	True
GCA_000474945.1~c0.90~g0.10~far.fna	GCA_000474945.1	0.90	0.10	far	present	0.133716	GCA_000426685.1	True	0.106288	GCA_028368935.1	False
GCA_000474945.1~c0.90~g0.10~far.fna	GCA_000474945.1	0.90	0.10	far	absent	0.133716	GCA_000426685.1	True	0.062058	GCA_000426685.1	True
GCA_000474945.1~c0.90~g0.10~near.fna	GCA_000474945.1	0.90	0.10	near	present	0.086694	GCA_000382285.1	True	0.159943	GCA_000382285.1	True
GCA_000474945.1~c0.90~g0.10~near.fna	GCA_000474945.1	0.90	0.10	near	absent	0.110719	GCA_000426685.1	True	0.100516	GCA_000426685.1	True
GCA_000474945.1~c0.90~g0.20~far.fna	GCA_000474945.1	0.90	0.20	far	present	0.105420	GCA_028368935.1	False	0.209861	GCA_028368935.1	False
GCA_000474945.1~c0.90~g0.20~far.fna	GCA_000474945.1	0.90	0.20	far	absent	0.137107	GCA_000426685.1	True	0.054504	GCA_000426685.1	True
GCA_000474945.1~c0.90~g0.20~near.fna	GCA_000474945.1	0.90	0.20	near	present	0.064209	GCA_000382285.1	True	0.242565	GCA_000382285.1	True
GCA_000474945.1~c0.90~g0.20~near.fna	GCA_000474945.1	0.90	0.20	near	absent	0.097294	GCA_000426685.1	True	0.125740	GCA_000426685.1	True
GCA_000474945.1~c0.70~g0.00~none.fna	GCA_000474945.1	0.70	0.00	none	present	0.137590	GCA_000426685.1	True	0.069985	GCA_000426685.1	True
GCA_000474945.1~c0.70~g0.00~none.fna	GCA_000474945.1	0.70	0.00	none	absent	0.137590	GCA_000426685.1	True	0.069985	GCA_000426685.1	True
GCA_000474945.1~c0.70~g0.10~far.fna	GCA_000474945.1	0.70	0.10	far	present	0.139239	GCA_000426685.1	True	0.103323	GCA_028368935.1	False
GCA_000474945.1~c0.70~g0.10~far.fna	GCA_000474945.1	0.70	0.10	far	absent	0.139239	GCA_000426685.1	True	0.063269	GCA_000426685.1	True
GCA_000474945.1~c0.70~g0.10~near.fna	GCA_000474945.1	0.70	0.10	near	present	0.094198	GCA_000382285.1	True	0.156208	GCA_000382285.1	True
GCA_000474945.1~c0.70~g0.10~near.fna	GCA_000474945.1	0.70	0.10	near	absent	0.115759	GCA_000426685.1	True	0.103905	GCA_000426685.1	True
GCA_000474945.1~c0.70~g0.20~far.fna	GCA_000474945.1	0.70	0.20	far	present	0.113166	GCA_028368935.1	False	0.215721	GCA_028368935.1	False
GCA_000474945.1~c0.70~g0.20~far.fna	GCA_000474945.1	0.70	0.20	far	absent	0.141300	GCA_000426685.1	True	0.056762	GCA_000426685.1	True
GCA_000474945.1~c0.70~g0.20~near.fna	GCA_000474945.1	0.70	0.20	near	present	0.069902	GCA_000382285.1	True	0.244109	GCA_000382285.1	True
GCA_000474945.1~c0.70~g0.20~near.fna	GCA_000474945.1	0.70	0.20	near	absent	0.102052	GCA_000426685.1	True	0.129698	GCA_000426685.1	True
GCA_000474945.1~c0.50~g0.00~none.fna	GCA_000474945.1	0.50	0.00	none	present	0.149777	GCA_000382285.1	True	0.065178	GCA_000426685.1	True
GCA_000474945.1~c0.50~g0.00~none.fna	GCA_000474945.1	0.50	0.00	none	absent	0.149777	GCA_000382285.1	True	0.065178	GCA_000426685.1	True
GCA_000474945.1~c0.50~g0.10~far.fna	GCA_000474945.1	0.50	0.10	far	present	0.150849	GCA_000382285.1	True	0.107482	GCA_028368935.1	False
GCA_000474945.1~c0.50~g0.10~far.fna	GCA_000474945.1	0.50	0.10	far	absent	0.150849	GCA_000382285.1	True	0.058005	GCA_000426685.1	True
