accession	taxid	organism	species_name	species_taxid	taxcheck	completeness	contamination	level	length	n_contigs	paired_gcf
GCA_002192415.1	414771	Paenibacillus donghaensis	Paenibacillus donghaensis	414771	OK	97.79	1	Complete Genome	8542333	1	GCF_002192415.1
GCA_002220865.2	1977292	Paenibacillus xerothermodurans	Paenibacillus xerothermodurans	1977292	OK	96.28	0.93	Contig	4362399	34	GCF_002220865.2
GCA_002233675.1	1619309	Paenibacillus herberti	Paenibacillus herberti	1619309	OK	98.98	0.19	Scaffold	5414232	38	GCF_002233675.1
GCA_002234615.1	554312	Paenibacillus rigui	Paenibacillus rigui	554312	OK	99.17	0.61	Contig	7172832	106	GCF_002234615.1
GCA_002240225.1	1619311	Paenibacillus physcomitrellae	Paenibacillus physcomitrellae	1619311	OK	99.61	0.11	Chromosome	4828665	4	GCF_002240225.1
GCA_002240415.1	172713	Paenibacillus kribbensis	Paenibacillus kribbensis	172713	OK	99.72	1.11	Complete Genome	5778702	1	GCF_002240415.1
GCA_002245355.1	1642702	Paludifilum halophilum	Paludifilum halophilum	1642702	OK	85.98	9.52	Contig	3789765	213	GCF_002245355.1
GCA_002307475.1	574096	Pantoea allii	Pantoea allii	574096	OK	99.52	5.73	Contig	5241139	57	GCF_002307475.1
GCA_002741055.1	1870820	Paenibacillus ihbetae	Paenibacillus ihbetae	1870820	OK	99.44		Complete Genome	6593819	1	GCF_002741055.1
GCA_002811195.1	1076549	Pantoea rodasii	Pantoea rodasii	1076549	OK	99.16	2.71	Contig	5748059	31	GCF_002811195.1
GCA_002858935.1	92488	Pantoea endophytica	Pantoea endophytica	92488	Inconclusive	99.22	0.75	Contig	5114497	33	GCF_002858935.1
GCA_002884445.1	474957	Paenibacillus castaneae	Paenibacillus castaneae	474957	OK	99.58	0.13	Scaffold	6305522	17	GCF_002884445.1
GCA_002951875.1	147375	Paenibacillus larvae subsp. larvae	Paenibacillus larvae	1464	OK	99.33		Complete Genome	4288947	1	GCF_002951875.1
GCA_003012935.1	2067569	Pannonibacter carbonis	Pannonibacter carbonis	2067569	OK	99.59	0.08	Scaffold	4780028	34	GCF_003012935.1
GCA_003182255.1	375489	Paenibacillus cellulosilyticus	Paenibacillus cellulosilyticus	375489	OK	99.44	1.08	Scaffold	6962125	91	GCF_003182255.1
GCA_003217775.1	2211139	Paenibacillus flagellatus	Paenibacillus flagellatus	2211139	OK	99.53	1.3	Contig	7244097	37	GCF_003217775.1
GCA_003233845.1	1803190	Paenibacillus sambharensis	Paenibacillus sambharensis	1803190	OK	98.87	0.56	Contig	5661449	63	GCF_003233845.1
GCA_003253995.1	568105	Palleronia aestuarii	Palleronia aestuarii	568105	OK	98.98	1.12	Scaffold	4545653	86	GCF_003253995.1
GCA_003268025.1	2081970	Paenibacillus montanisoli	Paenibacillus montanisoli	2081970	OK	99.72	1.02	Contig	6172437	12	GCF_003268025.1
GCA_003285015.1	450362	Paenibacillus contaminans	Paenibacillus contaminans	450362	OK	99.72	1.01	Scaffold	10232629	107	GCF_003285015.1
GCA_003337375.1	630520	Paenibacillus prosopidis	Paenibacillus prosopidis	630520	OK	99.72	2.86	Scaffold	6635990	92	GCF_003337375.1
GCA_003386535.1	1156355	Paenibacillus taihuensis	Paenibacillus taihuensis	1156355	OK	99.72	1.58	Scaffold	6788771	97	GCF_003386535.1
GCA_003388735.1	2292705	Paenibacillus paeoniae	Paenibacillus paeoniae	2292705	OK	99.72		Contig	5788211	17	GCF_003388735.1
GCA_003534205.1	1006155	Paenilisteria weihenstephanensis	Paenilisteria weihenstephanensis	1006155	OK	92.52	5.5	Complete Genome	3406292	1	GCF_003534205.1
GCA_003583765.1	393251	Paenibacillus nanensis	Paenibacillus nanensis	393251	OK	99.72		Contig	6118890	45	GCF_003583765.1
GCA_003595195.1	2320858	Paenisporosarcina cavernae	Paenisporosarcina cavernae	2320858	OK	85.15	0.5	Complete Genome	2537131	1	GCF_003595195.1
GCA_003605435.1	1276110	Paenibacillus pinisoli	Paenibacillus pinisoli	1276110	OK	99.72	0.56	Contig	5962315	19	GCF_003605435.1
GCA_003612015.1	2364647	Pantoea piersonii	Pantoea piersonii	2364647	OK	97.84	1.76	Scaffold	4851875	30	GCF_003612015.1
GCA_003626695.1	400777	Paenibacillus ginsengarvi	Paenibacillus ginsengarvi	400777	OK	99.39	1.62	Scaffold	8283483	72	GCF_003626695.1
GCA_003664585.1	2294033	Paenirhodobacter hankyongi	Paenirhodobacter hankyongi	2294033	OK	99.92	0.25	Contig	3801301	52	GCF_003664585.1
GCA_003851105.1	44252	Paenibacillus macerans	Paenibacillus macerans	44252	OK	99.72		Scaffold	7107505	98	GCF_003851105.1
GCA_003854965.1	1850366	Paenibacillus rhizophilus	Paenibacillus rhizophilus	1850366	OK	98.83	3.07	Contig	5205297	39	GCF_003854965.1
GCA_003858535.1	2488729	Paenimyroides viscosum	Paenimyroides viscosum	2488729	OK	99.62	0.32	Scaffold	3006188	100	GCF_003858535.1
GCA_003863965.1	2490856	Paenibacillus oralis	Paenibacillus oralis	2490856	OK	99.72	2.05	Scaffold	8108289	20	GCF_003863965.1
GCA_003864435.1	44252	Paenibacillus macerans	Paenibacillus macerans	44252	OK	99.72		Scaffold	7097822	90	GCF_003864435.1
GCA_003865405.1	2488728	Paenimyroides tangerinum	Paenimyroides tangerinum	2488728	OK	100	1.78	Scaffold	3453487	128	GCF_003865405.1
GCA_003931855.1	1338368	Paenibacillus lentus	Paenibacillus lentus	1338368	OK	99.65	0.56	Complete Genome	5288676	1	GCF_003931855.1
GCA_003991425.1	2707005	Paenibacillus lutimineralis	Paenibacillus lutimineralis	2707005	OK	98.56	0.57	Complete Genome	6497679	1	GCF_003991425.1
GCA_003994465.1	2496267	Paenibacillus zeisoli	Paenibacillus zeisoli	2496267	OK	99.72	0.56	Contig	4401636	26	GCF_003994465.1
GCA_004000745.1	1220556	Paenibacillus barengoltzii NBRC 101215	Paenibacillus barengoltzii	343517	OK	99.58		Contig	4930555	165	GCF_004000745.1
GCA_004000765.1	1220560	Paenibacillus chondroitinus NBRC 15376	Paenibacillus chondroitinus	59842	OK	99.72	1.12	Contig	7884870	110	GCF_004000765.1
GCA_004000785.1	1220562	Paenibacillus ehimensis NBRC 15659	Paenibacillus ehimensis	79264	OK	99.03	2.42	Contig	7486149	215	GCF_004000785.1
GCA_004000805.1	1220565	Paenibacillus glycanilyticus NBRC 16618	Paenibacillus glycanilyticus	126569	OK	99.72	0.83	Contig	6887557	94	GCF_004000805.1
GCA_004000825.1	1220566	Paenibacillus kobensis NBRC 15729	Paenibacillus kobensis	59841	OK	98.61	1.17	Contig	6469217	167	GCF_004000825.1
GCA_004000845.1	1220568	Paenibacillus koleovorans NBRC 103111	Paenibacillus koleovorans	121608	OK	98.69	0.3	Contig	7544267	284	GCF_004000845.1
GCA_004000865.1	1349776	Paenibacillus elgii NBRC 100335	Paenibacillus elgii	189691	OK	99.03	0.44	Contig	7567576	156	GCF_004000865.1
GCA_004000885.1	1349777	Paenibacillus glucanolyticus NBRC 15330	Paenibacillus glucanolyticus	59843	OK	99.72	0.25	Contig	6150324	50	GCF_004000885.1
GCA_004000905.1	1349778	Paenibacillus humicus NBRC 102415	Paenibacillus humicus	412861	OK	98.56	1.17	Contig	5598676	115	GCF_004000905.1
GCA_004000925.1	1349779	Paenibacillus illinoisensis NBRC 15959	Paenibacillus illinoisensis	59845	OK	99.72		Contig	6623886	28	GCF_004000925.1
GCA_004000945.1	1349780	Paenibacillus lautus NBRC 15380	Paenibacillus lautus	1401	OK	99.72	0.67	Contig	7062432	56	GCF_004000945.1
GCA_004000965.1	1349781	Paenibacillus macerans NBRC 15307	Paenibacillus macerans	44252	OK	99.58		Contig	7201062	253	GCF_004000965.1
GCA_004000985.1	1349783	Paenibacillus validus NBRC 15382	Paenibacillus validus	44253	OK	99.72	0.67	Contig	5535087	134	GCF_004000985.1
GCA_004001005.1	1349794	Paenibacillus thiaminolyticus NBRC 15656 = DSM 7262	Paenibacillus thiaminolyticus	49283	OK	99.11	1.17	Contig	6449995	193	GCF_004001005.1
GCA_004001045.1	59846	Paenibacillus chibensis	Paenibacillus chibensis	59846	OK	99.72	0.8	Contig	5910497	76	GCF_004001045.1
GCA_004001065.1	588083	Paenibacillus xylaniclasticus	Paenibacillus xylaniclasticus	588083	OK	99.17	1.02	Contig	4924765	106	GCF_004001065.1
GCA_004001085.1	217090	Paenibacillus pasadenensis	Paenibacillus pasadenensis	217090	OK	99.44	1.11	Contig	5701636	189	GCF_004001085.1
GCA_004022265.1	1215032	Paenirhodobacter ferrireducens	Paenirhodobacter ferrireducens	1215032	OK	99.62	0.25	Contig	4066781	61	GCF_004022265.1
GCA_004022465.1	2501515	Paenirhodobacter huangdaonensis	Paenirhodobacter huangdaonensis	2501515	OK	99.52	0.25	Scaffold	4146544	38	GCF_004022465.1
GCA_004117095.1	79263	Paenibacillus chitinolyticus	Paenibacillus chitinolyticus	79263	OK	99.61	0.19	Complete Genome	6509090	1	GCF_004117095.1
GCA_004135365.1	2509456	Paenibacillus protaetiae	Paenibacillus protaetiae	2509456	OK	97.21	0.83	Complete Genome	4228822	1	GCF_004135365.1
GCA_004307995.1	2527873	Paenibacillus thalictri	Paenibacillus thalictri	2527873	OK	98.61	0.92	Contig	9419252	82	GCF_004307995.1
GCA_004354045.1	2547395	Paenibacillus piri	Paenibacillus piri	2547395	OK	99.72	1.82	Contig	7972962	59	GCF_004354045.1
GCA_004358695.1	2547833	Palleronia sediminis	Palleronia sediminis	2547833	OK	99.59	0.61	Contig	3397122	73	GCF_004358695.1
GCA_004363805.1	1144873	Paludibacterium purpuratum	Paludibacterium purpuratum	1144873	OK	98.88	2.09	Scaffold	4036026	40	GCF_004363805.1
GCA_004363965.1	647910	Paenilisteria rocourtiae	Paenilisteria rocourtiae	647910	OK	92.97	4.48	Scaffold	3187944	50	GCF_004363965.1
GCA_004364935.1	381431	Panacagrimonas perspica	Panacagrimonas perspica	381431	OK	93.64	10.44	Scaffold	5398980	20	GCF_004364935.1
GCA_004367585.1	417367	Paenisporosarcina antarctica	Paenisporosarcina antarctica	417367	OK	94.44	4.9	Complete Genome	3972524	2	GCF_004367585.1
GCA_004764705.1	1639034	Paenibacillus cymbidii	Paenibacillus cymbidii	1639034	OK	99.61	1.7	Contig	9454109	81	GCF_004764705.1
GCA_004792655.1	3038145	Palleniella muris	Palleniella muris	3038145	OK	96.87	2.71	Contig	3580472	59	GCF_004792655.1
GCA_004799025.1	381431	Panacagrimonas perspica	Panacagrimonas perspica	381431	OK	92.99	10.3	Contig	5389274	85	GCF_004799025.1
GCA_004916975.1	2567944	Paenibacillus dokdonensis	Paenibacillus dokdonensis	2567944	OK	99.72	0.98	Scaffold	6476225	12	GCF_004916975.1
GCA_005869875.1	1768003	Paenibacillus pinistramenti	Paenibacillus pinistramenti	1768003	OK	99.1	0.39	Contig	4201341	50	GCF_005869875.1
GCA_005930355.1	1837342	Paenibacillus sinopodophylli	Paenibacillus sinopodophylli	1837342	OK	99.58		Scaffold	7041010	127	GCF_005930355.1
GCA_005938195.1	1215385	Paenibacillus thermoaerophilus	Paenibacillus thermoaerophilus	1215385	OK	98.97	1.17	Scaffold	3702288	66	GCF_005938195.1
GCA_005938385.1	2582849	Paenibacillus mesophilus	Paenibacillus mesophilus	2582849	OK	99.17	2	Scaffold	8791003	97	GCF_005938385.1
GCA_006265175.1	1172614	Paenibacillus hemerocallicola	Paenibacillus hemerocallicola	1172614	OK	99.33	2.39	Scaffold	9652120	201	GCF_006265175.1
GCA_006345825.1	2583376	Paenibacillus paridis	Paenibacillus paridis	2583376	OK	94.58	0.56	Scaffold	7796941	100	GCF_006345825.1
GCA_006494355.1	470933	Pantoea eucalypti	Pantoea eucalypti	470933	OK	99.95	0.66	Contig	4763565	104	GCF_006494355.1
GCA_006494375.1	470931	Pantoea anthophila	Pantoea anthophila	470931	OK	99.46	0.78	Contig	4699058	66	GCF_006494375.1
GCA_006494415.1	470932	Pantoea deleyi	Pantoea deleyi	470932	OK	99.45	0.55	Contig	4660432	86	GCF_006494415.1
GCA_006542765.1	2545753	Paenibacillus luteus	Paenibacillus luteus	2545753	OK	99.58		Scaffold	8511810	101	GCF_006542765.1
GCA_006874425.1	2315729	Paenibacillus ottowii	Paenibacillus ottowii	2315729	OK	99.72		Contig	5509884	43	GCF_006874425.1
GCA_007004065.1	2489174	Palleronia caenipelagi	Palleronia caenipelagi	2489174	OK	99.59	0.31	Contig	4020978	192	GCF_007004065.1
GCA_007066085.1	49283	Paenibacillus thiaminolyticus	Paenibacillus thiaminolyticus	49283	OK	99.11	0.62	Chromosome	6612542	1	GCF_007066085.1
GCA_007786445.1	2163881	Paenibacillus cremeus	Paenibacillus cremeus	2163881	OK	99.17	0.65	Scaffold	7564172	149	GCF_007786445.1
GCA_007971225.1	1813871	Panacibacter ginsenosidivorans	Panacibacter ginsenosidivorans	1813871	OK	99.54	3.21	Complete Genome	5528026	1	GCF_007971225.1
GCA_007992095.1	1118451	Paenirhizobium naphthalenivorans	Paenirhizobium naphthalenivorans	1118451	OK	99.85	1.74	Contig	4956527	139	GCF_007992095.1
GCA_008084145.1	862114	Paenibacillus faecis	Paenibacillus faecis	862114	OK	99.72	0.69	Scaffold	6343727	14	GCF_008084145.1
GCA_008124765.1	582686	Paenibacillus methanolicus	Paenibacillus methanolicus	582686	OK	99.72	1.35	Scaffold	8262020	37	GCF_008124765.1
GCA_008629655.1	2608000	Paenimyroides baculatum	Paenimyroides baculatum	2608000	OK	99.46	0.16	Scaffold	3342959	36	GCF_008629655.1
GCA_008635795.1	2608683	Paenibacillus tepidiphilus	Paenibacillus tepidiphilus	2608683	OK	98.22	2.63	Contig	6809498	90	GCF_008635795.1
GCA_008692915.1	59814	Pantoea dispersa	Pantoea dispersa	59814	OK	98.52	1.08	Contig	4928242	69	GCF_008692915.1
GCA_008973665.1	2608684	Paenibacillus tengchongensis	Paenibacillus tengchongensis	2608684	OK	98.28	1.18	Scaffold	6400566	93	GCF_008973665.1
GCA_009363075.1	1473112	Paenibacillus guangzhouensis	Paenibacillus guangzhouensis	1473112	OK	99.61	0.57	Complete Genome	6948340	2	GCF_009363075.1
GCA_009646115.1	470933	Pantoea eucalypti	Pantoea eucalypti	470933	OK	99.87	0.66	Complete Genome	4798990	4	GCF_009646115.1
GCA_009664975.1	2666075	Paenibacillus monticola	Paenibacillus monticola	2666075	OK	99.17	1.09	Contig	7082651	35	GCF_009664975.1
GCA_009707705.1	2675226	Paludibacterium denitrificans	Paludibacterium denitrificans	2675226	OK	41.33	0.9	Contig	3347996	3	GCF_009707705.1
GCA_009728735.1	2052056	Pantoea phytobeneficialis	Pantoea phytobeneficialis	2052056	OK	99.91	2.06	Chromosome	5716214	53	GCF_009728735.1
GCA_009728935.1	1778678	Paenibacillus psychroresistens	Paenibacillus psychroresistens	1778678	OK	98.36	0.56	Complete Genome	8101785	1	GCF_009728935.1
GCA_009757775.1	2078573	Paenibacillus lutrae	Paenibacillus lutrae	2078573	OK	99.72	0.19	Scaffold	5538742	54	GCF_009757775.1
GCA_009807035.1	2691084	Paenibacillus dendrobii	Paenibacillus dendrobii	2691084	OK	99.72	0.19	Scaffold	6632024	22	GCF_009807035.1
GCA_009846885.1	2692622	Paenibacillus puerhi	Paenibacillus puerhi	2692622	OK	99.17	0.56	Scaffold	6710097	101	GCF_009846885.1
GCA_009882985.1	2606219	Paenibacillus silvestris	Paenibacillus silvestris	2606219	OK	99.72	0.28	Scaffold	8179699	77	GCF_009882985.1
GCA_009909185.1	2697035	Paenibacillus glycinis	Paenibacillus glycinis	2697035	OK	99.72	1.11	Contig	7325334	54	GCF_009909185.1
GCA_009909195.1	742054	Paenibacillus sacheonensis	Paenibacillus sacheonensis	742054	OK	99.61	1.67	Contig	7436748	46	GCF_009909195.1
GCA_009915685.1	2750084	Pannonibacter tanglangensis	Pannonibacter tanglangensis	2750084	OK	99.18		Contig	4562535	26	GCF_009915685.1
GCA_009996845.1	2703818	Pallidibacillus pasinlerensis	Pallidibacillus pasinlerensis	2703818	OK	97.3	0.7	Contig	3189538	176	GCF_009996845.1
GCA_010119935.1	2704462	Paenibacillus lycopersici	Paenibacillus lycopersici	2704462	OK	99.17	0.99	Complete Genome	6743310	1	GCF_010119935.1
GCA_010365285.1	2704463	Paenibacillus rhizovicinus	Paenibacillus rhizovicinus	2704463	OK	99.17	1.45	Complete Genome	7524325	3	GCF_010365285.1
GCA_011006175.1	1632019	Pampinifervens florentissimum	Pampinifervens florentissimum	1632019	OK	82	4.39	Chromosome	1805917	1	GCF_011006175.1
GCA_011045155.1	240521	Paenirhizobium daejeonense	Paenirhizobium daejeonense	240521	OK	99.93	0.44	Contig	5118252	25	GCF_011045155.1
GCA_011064595.1	2712865	Paludisphaera soli	Paludisphaera soli	2712865	OK	98.11	3.52	Contig	7973901	197	GCF_011064595.1
GCA_011065895.1	2711216	Paludisphaera rhizosphaerae	Paludisphaera rhizosphaerae	2711216	OK	98.05	2.73	Contig	8048700	110	GCF_011065895.1
GCA_011421635.1	2689078	Paenibacillus turpanensis	Paenibacillus turpanensis	2689078	OK	98.61		Contig	4966221	78	GCF_011421635.1
GCA_011761355.1	1450204	Paenibacillus lupini	Paenibacillus lupini	1450204	OK	99.72	0.08	Scaffold	6666604	22	GCF_011761355.1
GCA_011761405.1	474957	Paenibacillus castaneae	Paenibacillus castaneae	474957	OK	99.58	0.13	Scaffold	6250449	43	GCF_011761405.1
GCA_012271785.1	2723403	Paeniglutamicibacter terrestris	Paeniglutamicibacter terrestris	2723403	OK	99.36	1.61	Contig	4340083	31	GCF_012271785.1
GCA_012933385.1	1330551	Paenibacillus lemnae	Paenibacillus lemnae	1330551	OK	99.61	0.56	Contig	4585858	51	GCF_012933385.1
GCA_013141695.1	2654975	Paenibacillus plantarum	Paenibacillus plantarum	2654975	OK	99.72	1.13	Contig	9203724	95	GCF_013141695.1
GCA_013141715.1	2654977	Paenibacillus phytorum	Paenibacillus phytorum	2654977	OK	99.72	0.62	Contig	8805683	264	GCF_013141715.1
GCA_013141725.1	2654976	Paenibacillus planticolens	Paenibacillus planticolens	2654976	OK	99.72	0.37	Contig	7750246	86	GCF_013141725.1
GCA_013141765.1	2654974	Paenibacillus foliorum	Paenibacillus foliorum	2654974	OK	99.17	1.2	Contig	7874230	135	GCF_013141765.1
GCA_013141775.1	2654978	Paenibacillus phytohabitans	Paenibacillus phytohabitans	2654978	OK	99.17	1.37	Contig	8459535	99	GCF_013141775.1
GCA_013141785.1	2654979	Paenibacillus germinis	Paenibacillus germinis	2654979	OK	99.72	1.11	Contig	8884856	200	GCF_013141785.1
GCA_013166595.1	2736291	Palleniella intestinalis	Palleniella intestinalis	2736291	OK	96.98	1.62	Contig	3510348	17	GCF_013166595.1
GCA_013204885.1	1873425	Paenibacillus tritici	Paenibacillus tritici	1873425	OK	99.17	0.54	Scaffold	7370929	53	GCF_013204885.1
GCA_013359905.1	484184	Paenibacillus taichungensis	Paenibacillus taichungensis	484184	OK	99.72	1.39	Contig	7233429	122	GCF_013359905.1
GCA_013359935.1	248903	Paenibacillus xylanilyticus	Paenibacillus xylanilyticus	248903	OK	99.72	0.69	Contig	7424532	206	GCF_013359935.1
GCA_013450275.1	2726955	Pantoea nemavictus	Pantoea nemavictus	2726955	OK	97.48	2.23	Contig	5190298	2	GCF_013450275.1
GCA_013820765.1	2713503	Paenilisteria rustica	Paenilisteria rustica	2713503	OK	92.76	5.02	Contig	3488648	65	GCF_013820765.1
GCA_014155765.1	59814	Pantoea dispersa	Pantoea dispersa	59814	OK	98.35	0.97	Scaffold	4922283	46	GCF_014155765.1
GCA_014156615.1	1592631	Pantoea pleuroti	Pantoea pleuroti	1592631	OK	99.32	0.45	Scaffold	4883800	60	GCF_014156615.1
GCA_014190875.1	670079	Paeniglutamicibacter cryotolerans	Paeniglutamicibacter cryotolerans	670079	OK	99.71	1.27	Contig	4137774	6	GCF_014190875.1
GCA_014192015.1	297318	Paenibacillus rhizosphaerae	Paenibacillus rhizosphaerae	297318	OK	99.72	0.76	Scaffold	7550850	22	GCF_014192015.1
GCA_014192105.1	274593	Paenibacillus phyllosphaerae	Paenibacillus phyllosphaerae	274593	OK	99.72	0.85	Scaffold	7894703	61	GCF_014192105.1
GCA_014192395.1	1294268	Paenibacillus endophyticus	Paenibacillus endophyticus	1294268	OK	99.58		Scaffold	7302688	61	GCF_014192395.1
GCA_014205685.1	643673	Paenochrobactrum gallinarii	Paenochrobactrum gallinarii	643673	OK	79.58	4.04	Scaffold	3394372	86	GCF_014205685.1
GCA_014280875.1	240521	Paenirhizobium daejeonense	Paenirhizobium daejeonense	240521	OK	99.93	0.44	Scaffold	5132449	23	GCF_014280875.1
GCA_014306135.1	2764329	Paeniclostridium hominis	Paeniclostridium hominis	2764329	OK	99.34		Contig	3023153	30	GCF_014306135.1
GCA_014322795.1	2713504	Paenilisteria portnoyi	Paenilisteria portnoyi	2713504	OK	91.29	5.49	Contig	3154177	58	GCF_014322795.1
GCA_014534655.1	2770274	Paenibacillus sedimenti	Paenibacillus sedimenti	2770274	OK	99.72	0.72	Contig	7228227	68	GCF_014534655.1
GCA_014639155.1	1325360	Paenibacillus segetis	Paenibacillus segetis	1325360	OK	98.61	1.82	Scaffold	5502902	20	GCF_014639155.1
GCA_014639235.1	1325358	Paenibacillus silvae	Paenibacillus silvae	1325358	OK	99.72	0.11	Scaffold	6853520	48	GCF_014639235.1
GCA_014640555.1	1619310	Paenibacillus marchantiophytorum	Paenibacillus marchantiophytorum	1619310	OK	99.17	0.56	Scaffold	8254172	181	GCF_014640555.1
GCA_014640575.1	1619311	Paenibacillus physcomitrellae	Paenibacillus physcomitrellae	1619311	OK	99.61	0.11	Contig	4839779	79	GCF_014640575.1
GCA_014641075.1	1652958	Paenibacillus nasutitermitis	Paenibacillus nasutitermitis	1652958	OK	99.01	1.47	Contig	8292223	33	GCF_014641075.1
GCA_014641555.1	1737354	Paenibacillus radicis (ex Gao et al. 2016)	Paenibacillus radicis (ex Gao et al. 2016)	1737354	OK	99.72	0.67	Scaffold	6502925	94	GCF_014641555.1
GCA_014645615.1	539262	Paenibacillus hunanensis	Paenibacillus hunanensis	539262	OK	87.34	0.87	Scaffold	5692767	72	GCF_014645615.1
GCA_014652495.1	1225769	Paludibacterium paludis	Paludibacterium paludis	1225769	OK	98.88	3.1	Contig	4004526	64	GCF_014652495.1
GCA_014705605.1	2772509	Paenibacillus sabuli	Paenibacillus sabuli	2772509	OK	98.89	0.56	Contig	6216864	110	GCF_014705605.1
GCA_014705615.1	2772510	Paenibacillus oceani	Paenibacillus oceani	2772510	OK	99.72	0.76	Contig	8047219	94	GCF_014705615.1
GCA_014779765.1	2763503	Paenibacillus terricola	Paenibacillus terricola	2763503	OK	99.17	0.93	Scaffold	6776538	19	GCF_014779765.1
GCA_014836635.1	2762232	Paenibacillus gallinarum	Paenibacillus gallinarum	2762232	OK	99.67	0.56	Scaffold	5411474	61	GCF_014836635.1
GCA_014947195.2	2780073	Paenibacillus rhizolycopersici	Paenibacillus rhizolycopersici	2780073	OK	99.03		Contig	4991113	59	GCF_014947195.2
GCA_015277775.1	1473598	Paludibaculum fermentans	Paludibaculum fermentans	1473598	OK	96.51	10.76	Complete Genome	9532094	2	GCF_015277775.1
GCA_015473105.1	2805378	Paenibacillus glycanilyticus subsp. hiroshimensis	Paenibacillus glycanilyticus	126569	OK	99.72	0.08	Contig	6864972	49	GCF_015473105.1
GCA_015710975.1	1406	Paenibacillus polymyxa	Paenibacillus polymyxa	1406	OK	96.36	0.58	Complete Genome	5961915	2	GCF_015710975.1
GCA_015831355.1	2793269	Panacibacter microcysteis	Panacibacter microcysteis	2793269	OK	99.33	1.97	Contig	5208671	11	GCF_015831355.1
