scenario	accession	genus	domain	neighbour	ani	af_min	class	same_genus
novel_species	GCA_024834045.1	Neisseria	Bacteria	GCA_008807015.1	90.99	63.78	congeneric	1
as_reported	GCA_025420485.1	Nesterenkonia	Bacteria	GCA_031470965.1	81.37	9.68	congeneric	1
no_self_strain	GCA_025420485.1	Nesterenkonia	Bacteria	GCA_031470965.1	81.37	9.68	congeneric	1
novel_species	GCA_025420485.1	Nesterenkonia	Bacteria	GCA_031470965.1	81.37	9.68	congeneric	1
as_reported	GCA_025994235.1	Neoasaia	Bacteria	GCA_007991115.1	100.00	99.77	same_species	1
no_self_strain	GCA_025994235.1	Neoasaia	Bacteria	GCA_007991115.1	100.00	99.77	same_species	1
as_reported	GCA_026162365.1	Chelativorans	Bacteria	GCA_036621415.1	90.99	49.09	congeneric	1
no_self_strain	GCA_026162365.1	Chelativorans	Bacteria	GCA_036621415.1	90.99	49.09	congeneric	1
novel_species	GCA_026162365.1	Chelativorans	Bacteria	GCA_036621415.1	90.99	49.09	congeneric	1
as_reported	GCA_027924145.1	Neptunitalea	Bacteria	GCA_027924185.1	81.07	5.39	congeneric	1
no_self_strain	GCA_027924145.1	Neptunitalea	Bacteria	GCA_027924185.1	81.07	5.39	congeneric	1
novel_species	GCA_027924145.1	Neptunitalea	Bacteria	GCA_027924185.1	81.07	5.39	congeneric	1
as_reported	GCA_027924185.1	Neptunitalea	Bacteria	GCA_027924145.1	81.07	5.39	congeneric	1
no_self_strain	GCA_027924185.1	Neptunitalea	Bacteria	GCA_027924145.1	81.07	5.39	congeneric	1
novel_species	GCA_027924185.1	Neptunitalea	Bacteria	GCA_027924145.1	81.07	5.39	congeneric	1
as_reported	GCA_027924405.1	Nocardia	Bacteria	GCA_001613465.1	92.72	71.09	congeneric	1
no_self_strain	GCA_027924405.1	Nocardia	Bacteria	GCA_001613465.1	92.72	71.09	congeneric	1
novel_species	GCA_027924405.1	Nocardia	Bacteria	GCA_001613465.1	92.72	71.09	congeneric	1
as_reported	GCA_027946175.1	Nitratiruptor	Bacteria	GCA_900176045.1	99.99	98.73	same_strain	1
as_reported	GCA_029218125.1	Oscillibacter	Bacteria	GCA_014297285.1	86.28	16.02	congeneric	1
no_self_strain	GCA_029218125.1	Oscillibacter	Bacteria	GCA_014297285.1	86.28	16.02	congeneric	1
novel_species	GCA_029218125.1	Oscillibacter	Bacteria	GCA_014297285.1	86.28	16.02	congeneric	1
as_reported	GCA_029675105.1	Nocardia	Bacteria	GCA_005863255.1	87.16	33.58	congeneric	1
no_self_strain	GCA_029675105.1	Nocardia	Bacteria	GCA_005863255.1	87.16	33.58	congeneric	1
novel_species	GCA_029675105.1	Nocardia	Bacteria	GCA_005863255.1	87.16	33.58	congeneric	1
as_reported	GCA_030344915.1	Neopusillimonas	Bacteria	GCA_014237865.1	83.57	5.55	congeneric	1
no_self_strain	GCA_030344915.1	Neopusillimonas	Bacteria	GCA_014237865.1	83.57	5.55	congeneric	1
novel_species	GCA_030344915.1	Neopusillimonas	Bacteria	GCA_014237865.1	83.57	5.55	congeneric	1
as_reported	GCA_030409675.1	Neolewinella	Bacteria	GCA_014349155.1	99.99	97.11	same_species	1
no_self_strain	GCA_030409675.1	Neolewinella	Bacteria	GCA_014349155.1	99.99	97.11	same_species	1
as_reported	GCA_030732025.2	Neobacillus	Bacteria	GCA_047237705.1	90.02	53.27	congeneric	1
no_self_strain	GCA_030732025.2	Neobacillus	Bacteria	GCA_047237705.1	90.02	53.27	congeneric	1
novel_species	GCA_030732025.2	Neobacillus	Bacteria	GCA_047237705.1	90.02	53.27	congeneric	1
as_reported	GCA_030915405.1	Neobacillus	Bacteria	GCA_001636415.1	92.51	60.03	congeneric	1
no_self_strain	GCA_030915405.1	Neobacillus	Bacteria	GCA_001636415.1	92.51	60.03	congeneric	1
novel_species	GCA_030915405.1	Neobacillus	Bacteria	GCA_001636415.1	92.51	60.03	congeneric	1
as_reported	GCA_031190635.1	Neisseria	Bacteria	GCA_963396225.1	100.00	97.94	same_species	1
no_self_strain	GCA_031190635.1	Neisseria	Bacteria	GCA_963396225.1	100.00	97.94	same_species	1
novel_species	GCA_031190635.1	Neisseria	Bacteria	GCA_900453805.1	94.73	74.44	congeneric	1
as_reported	GCA_031432335.1	Nesterenkonia	Bacteria	GCA_039530125.1	99.99	99.29	same_species	1
no_self_strain	GCA_031432335.1	Nesterenkonia	Bacteria	GCA_039530125.1	99.99	99.29	same_species	1
novel_species	GCA_031432335.1	Nesterenkonia	Bacteria	GCA_000455245.1	85.22	6.41	congeneric	1
as_reported	GCA_031453995.1	Nitrobacter	Bacteria	GCA_000012725.1	85.25	24.11	congeneric	1
no_self_strain	GCA_031453995.1	Nitrobacter	Bacteria	GCA_000012725.1	85.25	24.11	congeneric	1
novel_species	GCA_031453995.1	Nitrobacter	Bacteria	GCA_000012725.1	85.25	24.11	congeneric	1
as_reported	GCA_031470965.1	Nesterenkonia	Bacteria	GCA_025420485.1	81.37	9.68	congeneric	1
no_self_strain	GCA_031470965.1	Nesterenkonia	Bacteria	GCA_025420485.1	81.37	9.68	congeneric	1
novel_species	GCA_031470965.1	Nesterenkonia	Bacteria	GCA_025420485.1	81.37	9.68	congeneric	1
as_reported	GCA_032656385.1	Nocardia	Bacteria	GCA_014646295.1	89.99	49.97	congeneric	1
no_self_strain	GCA_032656385.1	Nocardia	Bacteria	GCA_014646295.1	89.99	49.97	congeneric	1
novel_species	GCA_032656385.1	Nocardia	Bacteria	GCA_014646295.1	89.99	49.97	congeneric	1
as_reported	GCA_033843645.1	Pseudovibrio	Bacteria	GCA_000422785.1	83.12	7.20	congeneric	1
no_self_strain	GCA_033843645.1	Pseudovibrio	Bacteria	GCA_000422785.1	83.12	7.20	congeneric	1
novel_species	GCA_033843645.1	Pseudovibrio	Bacteria	GCA_000422785.1	83.12	7.20	congeneric	1
as_reported	GCA_034427435.1	Nitrospirillum	Bacteria	GCA_007827955.1	93.57	79.10	congeneric	1
no_self_strain	GCA_034427435.1	Nitrospirillum	Bacteria	GCA_007827955.1	93.57	79.10	congeneric	1
novel_species	GCA_034427435.1	Nitrospirillum	Bacteria	GCA_007827955.1	93.57	79.10	congeneric	1
as_reported	GCA_034653275.1	Nitrospirillum	Bacteria	GCA_007827975.1	93.12	72.96	congeneric	1
no_self_strain	GCA_034653275.1	Nitrospirillum	Bacteria	GCA_007827975.1	93.12	72.96	congeneric	1
novel_species	GCA_034653275.1	Nitrospirillum	Bacteria	GCA_007827975.1	93.12	72.96	congeneric	1
as_reported	GCA_034653355.1	Nitrospirillum	Bacteria	GCA_007828025.1	93.09	71.93	congeneric	1
no_self_strain	GCA_034653355.1	Nitrospirillum	Bacteria	GCA_007828025.1	93.09	71.93	congeneric	1
novel_species	GCA_034653355.1	Nitrospirillum	Bacteria	GCA_007828025.1	93.09	71.93	congeneric	1
as_reported	GCA_035544775.1	Nocardia	Bacteria	GCA_001612785.1	94.41	77.52	congeneric	1
no_self_strain	GCA_035544775.1	Nocardia	Bacteria	GCA_001612785.1	94.41	77.52	congeneric	1
novel_species	GCA_035544775.1	Nocardia	Bacteria	GCA_001612785.1	94.41	77.52	congeneric	1
as_reported	GCA_036348415.1	Nitrospirillum	Bacteria	GCA_007827955.1	96.07	87.33	same_species	1
no_self_strain	GCA_036348415.1	Nitrospirillum	Bacteria	GCA_007827955.1	96.07	87.33	same_species	1
novel_species	GCA_036348415.1	Nitrospirillum	Bacteria	GCA_034427435.1	93.45	79.65	congeneric	1
as_reported	GCA_036409055.1	Niabella	Bacteria	GCA_028485475.2	99.59	94.48	same_species	1
no_self_strain	GCA_036409055.1	Niabella	Bacteria	GCA_028485475.2	99.59	94.48	same_species	1
as_reported	GCA_036621415.1	Chelativorans	Bacteria	GCA_026162365.1	90.99	49.09	congeneric	1
no_self_strain	GCA_036621415.1	Chelativorans	Bacteria	GCA_026162365.1	90.99	49.09	congeneric	1
novel_species	GCA_036621415.1	Chelativorans	Bacteria	GCA_026162365.1	90.99	49.09	congeneric	1
as_reported	GCA_037477945.1	Neomoorella	Bacteria	GCA_039233145.1	97.84	75.57	same_species	1
no_self_strain	GCA_037477945.1	Neomoorella	Bacteria	GCA_039233145.1	97.84	75.57	same_species	1
novel_species	GCA_037477945.1	Neomoorella	Bacteria	GCA_045278715.1	84.17	16.24	congeneric	1
as_reported	GCA_037546185.1	Nicoliella	Bacteria	GCA_023380205.1	82.41	8.03	congeneric	1
no_self_strain	GCA_037546185.1	Nicoliella	Bacteria	GCA_023380205.1	82.41	8.03	congeneric	1
novel_species	GCA_037546185.1	Nicoliella	Bacteria	GCA_023380205.1	82.41	8.03	congeneric	1
as_reported	GCA_039233145.1	Neomoorella	Bacteria	GCA_002995755.1	100.00	98.37	same_species	1
no_self_strain	GCA_039233145.1	Neomoorella	Bacteria	GCA_002995755.1	100.00	98.37	same_species	1
novel_species	GCA_039233145.1	Neomoorella	Bacteria	GCA_045278715.1	85.56	17.49	congeneric	1
as_reported	GCA_039527895.1	Nesterenkonia	Bacteria	GCA_014138825.1	100.00	99.85	same_species	1
no_self_strain	GCA_039527895.1	Nesterenkonia	Bacteria	GCA_014138825.1	100.00	99.85	same_species	1
novel_species	GCA_039527895.1	Nesterenkonia	Bacteria	GCA_004364585.1	87.42	40.89	congeneric	1
as_reported	GCA_039528215.1	Nesterenkonia	Bacteria	GCA_014873955.1	100.00	98.86	same_species	1
no_self_strain	GCA_039528215.1	Nesterenkonia	Bacteria	GCA_014873955.1	100.00	98.86	same_species	1
novel_species	GCA_039528215.1	Nesterenkonia	Bacteria	GCA_042679385.1	84.47	25.88	congeneric	1
as_reported	GCA_039528235.1	Nesterenkonia	Bacteria	GCA_013410215.1	100.00	99.65	same_species	1
no_self_strain	GCA_039528235.1	Nesterenkonia	Bacteria	GCA_013410215.1	100.00	99.65	same_species	1
novel_species	GCA_039528235.1	Nesterenkonia	Bacteria	GCA_051262655.1	86.95	38.71	congeneric	1
as_reported	GCA_039528255.1	Nesterenkonia	Bacteria	GCA_013410745.1	100.00	99.35	same_species	1
no_self_strain	GCA_039528255.1	Nesterenkonia	Bacteria	GCA_013410745.1	100.00	99.35	same_species	1
novel_species	GCA_039528255.1	Nesterenkonia	Bacteria	GCA_039534665.1	83.87	22.85	congeneric	1
as_reported	GCA_039530025.1	Nocardia	Bacteria	GCA_007990755.1	99.97	99.08	same_species	1
no_self_strain	GCA_039530025.1	Nocardia	Bacteria	GCA_007990755.1	99.97	99.08	same_species	1
novel_species	GCA_039530025.1	Nocardia	Bacteria	GCA_900269665.1	94.69	76.98	congeneric	1
as_reported	GCA_039530125.1	Nesterenkonia	Bacteria	GCA_031432335.1	99.99	99.29	same_species	1
no_self_strain	GCA_039530125.1	Nesterenkonia	Bacteria	GCA_031432335.1	99.99	99.29	same_species	1
novel_species	GCA_039530125.1	Nesterenkonia	Bacteria	GCA_000455245.1	84.44	6.52	congeneric	1
as_reported	GCA_039532095.1	Neomicrococcus	Bacteria	GCA_014201135.1	100.00	98.99	same_species	1
no_self_strain	GCA_039532095.1	Neomicrococcus	Bacteria	GCA_014201135.1	100.00	98.99	same_species	1
novel_species	GCA_039532095.1	Neomicrococcus	Bacteria	GCA_014200305.1	84.33	15.54	congeneric	1
as_reported	GCA_039532585.1	Nocardia	Bacteria	GCA_007990715.1	99.99	93.31	same_species	1
no_self_strain	GCA_039532585.1	Nocardia	Bacteria	GCA_007990715.1	99.99	93.31	same_species	1
novel_species	GCA_039532585.1	Nocardia	Bacteria	GCA_009760405.1	88.36	34.78	congeneric	1
as_reported	GCA_039534665.1	Nesterenkonia	Bacteria	GCA_013410745.1	83.88	23.15	congeneric	1
no_self_strain	GCA_039534665.1	Nesterenkonia	Bacteria	GCA_013410745.1	83.88	23.15	congeneric	1
novel_species	GCA_039534665.1	Nesterenkonia	Bacteria	GCA_013410745.1	83.88	23.15	congeneric	1
as_reported	GCA_039536005.1	Nesterenkonia	Bacteria	GCA_009467795.1	96.87	61.54	same_species	1
no_self_strain	GCA_039536005.1	Nesterenkonia	Bacteria	GCA_009467795.1	96.87	61.54	same_species	1
novel_species	GCA_039536005.1	Nesterenkonia	Bacteria	GCA_039534665.1	81.19	5.42	congeneric	1
as_reported	GCA_039541795.1	Nibribacter	Bacteria	GCA_009913235.1	84.38	25.76	congeneric	1
no_self_strain	GCA_039541795.1	Nibribacter	Bacteria	GCA_009913235.1	84.38	25.76	congeneric	1
novel_species	GCA_039541795.1	Nibribacter	Bacteria	GCA_009913235.1	84.38	25.76	congeneric	1
as_reported	GCA_039541875.1	Nibrella	Bacteria	GCA_039541915.1	81.77	13.88	congeneric	1
no_self_strain	GCA_039541875.1	Nibrella	Bacteria	GCA_039541915.1	81.77	13.88	congeneric	1
novel_species	GCA_039541875.1	Nibrella	Bacteria	GCA_039541915.1	81.77	13.88	congeneric	1
as_reported	GCA_039541915.1	Nibrella	Bacteria	GCA_039541875.1	81.77	13.88	congeneric	1
no_self_strain	GCA_039541915.1	Nibrella	Bacteria	GCA_039541875.1	81.77	13.88	congeneric	1
novel_species	GCA_039541915.1	Nibrella	Bacteria	GCA_039541875.1	81.77	13.88	congeneric	1
as_reported	GCA_039544185.1	Niveibacterium	Bacteria	GCA_017311475.1	100.00	98.74	same_species	1
no_self_strain	GCA_039544185.1	Niveibacterium	Bacteria	GCA_017311475.1	100.00	98.74	same_species	1
novel_species	GCA_039544185.1	Niveibacterium	Bacteria	GCA_017161445.1	86.28	23.26	congeneric	1
as_reported	GCA_039544555.1	Nesterenkonia	Bacteria	GCA_000455245.1	96.71	65.99	same_species	1
no_self_strain	GCA_039544555.1	Nesterenkonia	Bacteria	GCA_000455245.1	96.71	65.99	same_species	1
as_reported	GCA_039631515.1	Neorhizobium	Bacteria	GCA_000732195.1	91.61	67.46	congeneric	1
no_self_strain	GCA_039631515.1	Neorhizobium	Bacteria	GCA_000732195.1	91.61	67.46	congeneric	1
novel_species	GCA_039631515.1	Neorhizobium	Bacteria	GCA_000732195.1	91.61	67.46	congeneric	1
as_reported	GCA_040066075.1	Neorhizobium	Bacteria	GCA_017873175.1	95.72	82.53	same_species	1
no_self_strain	GCA_040066075.1	Neorhizobium	Bacteria	GCA_017873175.1	95.72	82.53	same_species	1
novel_species	GCA_040066075.1	Neorhizobium	Bacteria	GCA_051400715.1	84.27	23.20	congeneric	1
as_reported	GCA_040095995.1	Niallia	Bacteria	GCA_044704065.1	90.79	54.63	congeneric	1
no_self_strain	GCA_040095995.1	Niallia	Bacteria	GCA_044704065.1	90.79	54.63	congeneric	1
novel_species	GCA_040095995.1	Niallia	Bacteria	GCA_044704065.1	90.79	54.63	congeneric	1
as_reported	GCA_040930455.2	Neopusillimonas	Bacteria	GCA_003576595.1	99.98	99.20	same_species	1
no_self_strain	GCA_040930455.2	Neopusillimonas	Bacteria	GCA_003576595.1	99.98	99.20	same_species	1
novel_species	GCA_040930455.2	Neopusillimonas	Bacteria	GCA_011388195.1	94.61	82.19	congeneric	1
as_reported	GCA_042432285.1	Neobacillus	Bacteria	GCA_042650745.1	99.99	98.21	same_species	1
no_self_strain	GCA_042432285.1	Neobacillus	Bacteria	GCA_042650745.1	99.99	98.21	same_species	1
as_reported	GCA_042647845.1	Nocardia	Bacteria	GCA_007990715.1	99.99	99.32	same_species	1
no_self_strain	GCA_042647845.1	Nocardia	Bacteria	GCA_007990715.1	99.99	99.32	same_species	1
novel_species	GCA_042647845.1	Nocardia	Bacteria	GCA_000308815.1	88.79	35.59	congeneric	1
as_reported	GCA_042648665.1	Aerobium	Bacteria	GCA_013240295.1	99.97	97.83	same_species	1
no_self_strain	GCA_042648665.1	Aerobium	Bacteria	GCA_013240295.1	99.97	97.83	same_species	1
novel_species	GCA_042648665.1	Aerobium	Bacteria	GCA_008180155.1	81.93	9.51	congeneric	1
as_reported	GCA_042649425.1	Niastella	Bacteria	GCA_017742245.1	100.00	100.00	same_species	1
no_self_strain	GCA_042649425.1	Niastella	Bacteria	GCA_017742245.1	100.00	100.00	same_species	1
novel_species	GCA_042649425.1	Niastella	Bacteria	GCA_900110245.1	84.09	19.82	congeneric	1
as_reported	GCA_042649725.1	Neisseria	Bacteria	GCA_023472875.1	99.99	98.97	same_species	1
no_self_strain	GCA_042649725.1	Neisseria	Bacteria	GCA_023472875.1	99.99	98.97	same_species	1
novel_species	GCA_042649725.1	Neisseria	Bacteria	GCA_963396225.1	94.35	77.55	congeneric	1
as_reported	GCA_042649805.1	Neisseria	Bacteria	GCA_900453685.1	85.60	24.19	congeneric	1
no_self_strain	GCA_042649805.1	Neisseria	Bacteria	GCA_900453685.1	85.60	24.19	congeneric	1
novel_species	GCA_042649805.1	Neisseria	Bacteria	GCA_900453685.1	85.60	24.19	congeneric	1
as_reported	GCA_042650145.1	Nocardia	Bacteria	GCA_032656385.1	85.43	22.01	congeneric	1
no_self_strain	GCA_042650145.1	Nocardia	Bacteria	GCA_032656385.1	85.43	22.01	congeneric	1
novel_species	GCA_042650145.1	Nocardia	Bacteria	GCA_032656385.1	85.43	22.01	congeneric	1
as_reported	GCA_042650365.1	Nocardia	Bacteria	GCA_003182135.1	87.68	34.53	congeneric	1
no_self_strain	GCA_042650365.1	Nocardia	Bacteria	GCA_003182135.1	87.68	34.53	congeneric	1
novel_species	GCA_042650365.1	Nocardia	Bacteria	GCA_003182135.1	87.68	34.53	congeneric	1
as_reported	GCA_042650385.1	Nocardia	Bacteria	GCA_001612885.1	91.70	58.26	congeneric	1
no_self_strain	GCA_042650385.1	Nocardia	Bacteria	GCA_001612885.1	91.70	58.26	congeneric	1
novel_species	GCA_042650385.1	Nocardia	Bacteria	GCA_001612885.1	91.70	58.26	congeneric	1
as_reported	GCA_042650745.1	Neobacillus	Bacteria	GCA_042432285.1	99.99	98.21	same_species	1
no_self_strain	GCA_042650745.1	Neobacillus	Bacteria	GCA_042432285.1	99.99	98.21	same_species	1
as_reported	GCA_042655765.1	Nitratireductor	Bacteria	GCA_019891395.1	100.00	99.96	same_species	1
no_self_strain	GCA_042655765.1	Nitratireductor	Bacteria	GCA_019891395.1	100.00	99.96	same_species	1
novel_species	GCA_042655765.1	Nitratireductor	Bacteria	GCA_019891355.1	87.26	39.98	congeneric	1
as_reported	GCA_042658245.1	Neisseria	Bacteria	GCA_002327085.1	99.97	89.95	same_species	1
no_self_strain	GCA_042658245.1	Neisseria	Bacteria	GCA_002327085.1	99.97	89.95	same_species	1
novel_species	GCA_042658245.1	Neisseria	Bacteria	GCA_011038745.1	88.78	46.37	congeneric	1
as_reported	GCA_042658545.1	Nocardia	Bacteria	GCA_001613285.1	86.87	28.76	congeneric	1
no_self_strain	GCA_042658545.1	Nocardia	Bacteria	GCA_001613285.1	86.87	28.76	congeneric	1
novel_species	GCA_042658545.1	Nocardia	Bacteria	GCA_001613285.1	86.87	28.76	congeneric	1
as_reported	GCA_042660185.1	Nesterenkonia	Bacteria	GCA_017876395.1	100.00	98.06	same_species	1
no_self_strain	GCA_042660185.1	Nesterenkonia	Bacteria	GCA_017876395.1	100.00	98.06	same_species	1
novel_species	GCA_042660185.1	Nesterenkonia	Bacteria	GCA_014642675.1	90.03	46.39	congeneric	1
as_reported	GCA_042679385.1	Nesterenkonia	Bacteria	GCA_014874065.1	100.00	99.64	same_species	1
no_self_strain	GCA_042679385.1	Nesterenkonia	Bacteria	GCA_014874065.1	100.00	99.64	same_species	1
novel_species	GCA_042679385.1	Nesterenkonia	Bacteria	GCA_014873955.1	84.48	25.65	congeneric	1
as_reported	GCA_044704065.1	Niallia	Bacteria	GCA_040095995.1	90.79	54.63	congeneric	1
no_self_strain	GCA_044704065.1	Niallia	Bacteria	GCA_040095995.1	90.79	54.63	congeneric	1
novel_species	GCA_044704065.1	Niallia	Bacteria	GCA_040095995.1	90.79	54.63	congeneric	1
as_reported	GCA_045278715.1	Neomoorella	Bacteria	GCA_001594015.1	90.41	48.49	congeneric	1
no_self_strain	GCA_045278715.1	Neomoorella	Bacteria	GCA_001594015.1	90.41	48.49	congeneric	1
novel_species	GCA_045278715.1	Neomoorella	Bacteria	GCA_001594015.1	90.41	48.49	congeneric	1
as_reported	GCA_046237595.1	Bacillus_D	Bacteria	GCA_003362805.1	84.75	29.50	congeneric	1
no_self_strain	GCA_046237595.1	Bacillus_D	Bacteria	GCA_003362805.1	84.75	29.50	congeneric	1
novel_species	GCA_046237595.1	Bacillus_D	Bacteria	GCA_003362805.1	84.75	29.50	congeneric	1
as_reported	GCA_046271865.1	Nitrincola	Bacteria	GCA_008973755.1	89.12	43.76	congeneric	1
no_self_strain	GCA_046271865.1	Nitrincola	Bacteria	GCA_008973755.1	89.12	43.76	congeneric	1
novel_species	GCA_046271865.1	Nitrincola	Bacteria	GCA_008973755.1	89.12	43.76	congeneric	1
as_reported	GCA_046613985.1	Niallia	Bacteria	GCA_004005475.1	83.91	21.19	congeneric	1
no_self_strain	GCA_046613985.1	Niallia	Bacteria	GCA_004005475.1	83.91	21.19	congeneric	1
novel_species	GCA_046613985.1	Niallia	Bacteria	GCA_004005475.1	83.91	21.19	congeneric	1
as_reported	GCA_046764875.1	Nocardia	Bacteria	GCA_000308835.1	82.44	6.88	congeneric	1
no_self_strain	GCA_046764875.1	Nocardia	Bacteria	GCA_000308835.1	82.44	6.88	congeneric	1
novel_species	GCA_046764875.1	Nocardia	Bacteria	GCA_000308835.1	82.44	6.88	congeneric	1
as_reported	GCA_047200615.1	Nocardia	Bacteria	GCA_000308435.1	92.71	63.50	congeneric	1
no_self_strain	GCA_047200615.1	Nocardia	Bacteria	GCA_000308435.1	92.71	63.50	congeneric	1
novel_species	GCA_047200615.1	Nocardia	Bacteria	GCA_000308435.1	92.71	63.50	congeneric	1
as_reported	GCA_047237705.1	Neobacillus	Bacteria	GCA_030732025.2	90.02	53.27	congeneric	1
no_self_strain	GCA_047237705.1	Neobacillus	Bacteria	GCA_030732025.2	90.02	53.27	congeneric	1
novel_species	GCA_047237705.1	Neobacillus	Bacteria	GCA_030732025.2	90.02	53.27	congeneric	1
as_reported	GCA_047837845.1	Neisseria	Bacteria	GCA_000173995.1	94.28	70.25	congeneric	1
no_self_strain	GCA_047837845.1	Neisseria	Bacteria	GCA_000173995.1	94.28	70.25	congeneric	1
novel_species	GCA_047837845.1	Neisseria	Bacteria	GCA_000173995.1	94.28	70.25	congeneric	1
as_reported	GCA_048066175.1	Niveispirillum	Bacteria	GCA_002868735.1	82.25	9.11	congeneric	1
no_self_strain	GCA_048066175.1	Niveispirillum	Bacteria	GCA_002868735.1	82.25	9.11	congeneric	1
novel_species	GCA_048066175.1	Niveispirillum	Bacteria	GCA_002868735.1	82.25	9.11	congeneric	1
as_reported	GCA_048910785.1	Nocardia	Bacteria	GCA_000308835.1	88.11	32.86	congeneric	1
no_self_strain	GCA_048910785.1	Nocardia	Bacteria	GCA_000308835.1	88.11	32.86	congeneric	1
novel_species	GCA_048910785.1	Nocardia	Bacteria	GCA_000308835.1	88.11	32.86	congeneric	1
as_reported	GCA_050896395.1	Nioella	Bacteria	GCA_001879695.1	86.23	40.09	congeneric	1
no_self_strain	GCA_050896395.1	Nioella	Bacteria	GCA_001879695.1	86.23	40.09	congeneric	1
novel_species	GCA_050896395.1	Nioella	Bacteria	GCA_001879695.1	86.23	40.09	congeneric	1
as_reported	GCA_051201075.1	Niabella	Bacteria	GCA_900101395.1	82.23	13.31	congeneric	1
no_self_strain	GCA_051201075.1	Niabella	Bacteria	GCA_900101395.1	82.23	13.31	congeneric	1
novel_species	GCA_051201075.1	Niabella	Bacteria	GCA_900101395.1	82.23	13.31	congeneric	1
as_reported	GCA_051262655.1	Nesterenkonia	Bacteria	GCA_004364585.1	88.22	43.98	congeneric	1
no_self_strain	GCA_051262655.1	Nesterenkonia	Bacteria	GCA_004364585.1	88.22	43.98	congeneric	1
novel_species	GCA_051262655.1	Nesterenkonia	Bacteria	GCA_004364585.1	88.22	43.98	congeneric	1
as_reported	GCA_051400715.1	Neorhizobium	Bacteria	GCA_040066075.1	84.27	23.20	congeneric	1
no_self_strain	GCA_051400715.1	Neorhizobium	Bacteria	GCA_040066075.1	84.27	23.20	congeneric	1
novel_species	GCA_051400715.1	Neorhizobium	Bacteria	GCA_040066075.1	84.27	23.20	congeneric	1
as_reported	GCA_900101395.1	Niabella	Bacteria	GCA_051201075.1	82.23	13.31	congeneric	1
no_self_strain	GCA_900101395.1	Niabella	Bacteria	GCA_051201075.1	82.23	13.31	congeneric	1
novel_species	GCA_900101395.1	Niabella	Bacteria	GCA_051201075.1	82.23	13.31	congeneric	1
